,μ04779,μυσαχνός,a,aps---mn1-,μυσαχνός μυσαχνή μυσαχνόν,,,,,0
68986,ο02293,οἰνάνθη,n,n-s---fn1e,οἰνάνθης,,,,,0
68988,ο02295,οἰνανθίς,n,n-s---fn3d,οἰνανθίδος,,,,,0
68989,ο02296,οἰναρέα,n,n-s---fn1l,οἰναρέας,,,,,0
68990,ο02297,οἰνάρεος,a,aps---mn1-,οἰνάρεος οἰνάρεα οἰνάρεον,,,,,0
68991,ο02298,οἰναρίζω,v,----------,,,,,,0
68992,ο02299,οἰνάριον,n,n-s---nn2-,οἰναρίου,,,,,0
68993,ο02300,οἰναρίς,n,n-s---fn3d,οἰναρίδος,,,,,0
68994,ο02301,οἴναρον,n,n-s---nn2-,οἰνάρου,,,,,0
68995,ο02302,οἴναρος,n,----------,,,,,,0
68996,ο02304,οἰνάς,n,n-s---fn3d,,,,,,0
68997,ο02306,οἰνέλαιον,n,n-s---nn2-,οἰνελαίου,,,,,0
68998,ο02307,οἰνέμπορος,n,n-s---mn2-,οἰνεμπόρου,,,,,0
69000,ο02310,οἴνη,n,----------,,,,,,0
69001,ο02311,οἴνη,n,n-s---fn1e,οἴνης,,,,,0
69002,ο02312,οἰνηγία,n,n-s---fn1l,οἰνηγίας,,,,,0
69003,ο02313,οἰνηγός,n,----------,,,,,,0
69004,ο02314,οἰνηρός,a,aps---mn1-,,,,,,0
69005,ο02315,οἰνήρυσις,n,n-s---fn3v,οἰνηρυσέως,,,,,0
69006,ο02316,οἰνιάς,n,n-s---fn3d,οἰνιάδος,,,,,0
69008,ο02318,οἰνίδιον,n,n-s---nn2-,οἰνιδίου,,,,,0
69009,ο02319,οἰνίζω,v,----------,,,,,,0
69010,ο02320,οἰνίζω,n,----------,,,,,,0
69012,ο02322,οἴνινος,a,aps---mn1-,οἴνινος οἰνίνη οἴνινον,,,,,0
69013,ο02323,οἰνίσκος,n,n-s---mn2-,οἰνίσκου,,,,,0
68957,ϝ00015,ϝοίκω,r,----------,,,,,,0
69016,ο02326,οἰνιψυκτήρ,n,----------,,,,,,0
69017,ο02327,οἰνοβαρείων,n,----------,,,,,,0
69018,ο02328,οἰνοβαρής,a,aps---cn5s,οἰνοβαρής οἰνοβαρής οἰνοβαρές,,,,,0
69019,ο02329,οἰνοβαφής,a,aps---cn5s,οἰνοβαφής οἰνοβαφής οἰνοβαφές,,,,,0
69020,ο02330,οἰνοβλαβής,a,aps---cn5s,οἰνοβλαβής οἰνοβλαβής οἰνοβλαβές,,,,,0
69021,ο02331,οἰνοβρεχής,a,aps---cn5s,οἰνοβρεχής οἰνοβρεχής οἰνοβρεχές,,,,,0
69022,ο02332,οἰνοβρώς,n,n-s---cn3d,οἰνοβρῶτος,,,,,0
69023,ο02333,οἰνόγαλα,n,n-s---nn3d,οἰνογάακτος,,,,,0
69024,ο02334,οἰνόγαρον,n,n-s---nn2-,οἰνογάρου,,,,,0
69025,ο02335,οἰνογευστέω,v,----------,,,,,,0
69026,ο02336,οἰνογεύστης,n,n-s---mn1e,οἰνογεύστου,,,,,0
69028,ο02338,οἰνόδεσμον,n,----------,,,,,,0
69029,ο02339,οἰνοδόκος,a,aps---cn2-,οἰνοδόκος οἰνοδόκος οἰνοδόκον,,,,,0
69030,ο02340,οἰνοδοσία,n,n-s---fn1l,οἰνοδοσίας,,,,,0
69031,ο02341,οἰνοδοτέω,v,----------,,,,,,0
69032,ο02342,οἰνοδότης,n,n-s---mn1e,οἰνοδότου,,,,,0
69034,ο02344,οἰνοδόχος,a,aps---cn2-,οἰνοδόχος οἰνοδόχος οἰνοδόχον,,,,,0
69035,ο02345,οἰνοδώτης,n,----------,,,,,,0
69036,ο02346,οἰνοειδής,a,aps---cn5s,οἰνοειδής οἰνοειδής οἰνοειδές,,,,,0
69037,ο02347,οἰνόεις,n,----------,,,,,,0
69038,,Οἰνόη,n,n-s---fn1e,Οἰνόης,,,/oi̯.nó.ɛː/,,0
69039,ο02348,οἰνοηθητής,n,n-s---mn1e,οἰνοηθητού,,,,,0
69040,ο02349,οἰνοθήκη,n,n-s---fn1e,οἰνοθήκης,,,,,0
69041,ο02350,οἰνοθήρας,n,n-s---mn1a,οἰνοθήρου,,,,,0
69043,ο02352,οἰνοκάχλη,n,----------,,,,,,0
69044,ο02353,οἰνοκηκίς,n,n-s---fn3d,οἰνοκηκῖδος,,,,,0
69045,ο02354,οἰνόκρεον,n,n-s---nn2-,οἰνοκρέου,,,,,0
69046,ο02355,οἰνόληπτος,a,aps---cn2-,οἰνόληπτος οἰνόληπτος οἰνόληπτον,,,,,0
69047,ο02356,οἰνολογέω,v,----------,,,,,,0
69048,ο02357,οἰνολογία,n,n-s---fn1l,οἰνολογίας,,,,,0
69049,ο02358,οἰνομανής,a,aps---cn5s,οἰνομανής οἰνομανής οἰνομανές,,,,,0
69050,ο02359,οἰνομάχλη,n,n-s---fn1e,οἰνομάχλης,,,,,0
69051,ο02360,οἰνόμελι,n,----------,,,,,,0
69052,ο02361,οἰνομετρέω,v,----------,,,,,,0
69055,ο02364,οἶνον,n,n-s---an--,οἴνου,,,/ói̯.non/,,0
69056,ο02365,οἰνοπαραλημπτής,n,n-s---mn1e,οἰνοπαραλημπτού,,,,,0
69058,ο02367,οἰνοπέπαντος,a,----------,,,,,,0
69059,ο02368,οἰνόπη,n,n-s---fn1e,οἰνόπης,,,,,0
69060,ο02369,οἰνοπίπης,n,n-s---mn1e,οἰνοπίπου,,,,,0
69062,ο02371,οἰνοπληθής,a,aps---cn5s,οἰνοπληθής οἰνοπληθής οἰνοπληθές,,,,,0
69063,ο02372,οἰνοπλήξ,n,n-s---cn3e,οἰνοπλῆγος,,,,,0
69015,ο02325,οἰνιστηρία,n,n-s---fn1l,οἰνιστηρίας,,,,,0
69068,ο02377,οἰνοπόρος,a,aps---cn2-,οἰνοπόρος οἰνοπόρος οἰνοπόρον,,,,,0
69069,ο02378,οἰνοποσία,n,n-s---fn1l,οἰνοποσίας,,,,,0
69071,ο02380,οἰνοπόσιον,n,n-s---nn2-,οἰνοποσίου,,,,,0
69072,ο02381,οἰνοποτάζω,v,----------,,,,,,0
69073,ο02382,οἰνοποτέω,v,----------,,,,,,0
69074,ο02383,οἰνοποτήρ,n,n-s---mn3r,οἰνοποτῆρος,,,,,0
69075,ο02384,οἰνοπότης,n,n-s---cn1e,οἰνοπότου,,,,,0
69076,ο02385,οἰνοπράτης,n,n-s---mn1e,οἰνοπράτου,,,,,0
69077,ο02386,οἰνόπται,n,----------,,,,,,0
69078,ο02387,οἰνοπωλέω,v,----------,,,,,,0
69079,ο02388,οἰνοπώλης,n,n-s---mn1e,οἰνοπώλου,,,,,0
69081,ο02390,οἰνορρόδινον,n,n-s---nn2-,οἰνορροδίνου,,,,,0
69082,ο02391,οἶνος,n,n-s---mn2-,οἴνου,,,,,0
69083,ο02392,οἰνός,n,----------,,,,,,0
69085,ο02394,οἰνοτόκος,a,aps---cn2-,οἰνοτόκος οἰνοτόκος οἰνοτόκον,,,,,0
69086,ο02395,οἰνοτροπικοί,n,----------,,,,,,0
69087,ο02396,οἰνοτρόποι,n,n-p---fn1l,οἰνοτροπῶν,,,,,0
69089,ο02399,οἰνουργέω,v,----------,,,,,,0
69090,ο02400,οἰνουργία,n,n-s---fn1l,οἰνουργίας,,,,,0
69091,ο02398,οἰνοῦττα,n,n-s---fn1s,οἰνοῦττης,,,,,0
69092,ο02401,οἰνοφαγία,n,n-s---fn1l,οἰνοφαγίας,,,,,0
69093,ο02402,οἰνοφερής,a,aps---cn5s,οἰνοφερής οἰνοφερής οἰνοφερές,,,,,0
69094,ο02403,οἰνοφλυγέω,v,----------,,,,,,0
69095,ο02404,οἰνοφλυγία,n,n-s---fn1l,οἰνοφλυγίας,,,,,0
69096,ο02405,οἰνοφλυγίζω,v,----------,,,,,,0
69097,ο02406,οἰνόφλυξ,n,----------,,,,,,0
69098,ο02407,οἰνοφορεῖον,n,----------,,,,,,0
69100,ο02408,οἰνοφορέω,v,----------,,,,,,0
69101,ο02410,οἰνοφόρος,a,aps---cn2-,οἰνοφόρος οἰνοφόρος οἰνοφόρον,,,,,0
69102,ο02411,οἰνοφύλαξ,n,n-s---mn3e,οἰνοφύλακος,,,,,0
69103,ο02412,οἰνόφυτος,a,aps---cn2-,οἰνόφυτος οἰνόφυτος οἰνόφυτον,,,,,0
69104,ο02413,οἰνοχαρής,a,aps---cn5s,οἰνοχαρής οἰνοχαρής οἰνοχαρές,,,,,0
69105,ο02414,οἰνοχάρων,n,n-s---mn3t,οἰνοχάροντος,,,,,0
69106,ο02415,οἰνοχειριστής,n,n-s---mn1e,οἰνοχειριστού,,,,,0
69107,ο02416,οἰνοχίτων,n,----------,,,,,,0
69108,ο02417,οἰνοχοεία,n,n-s---fn1l,οἰνοχοείας,,,,,0
69109,ο02418,οἰνοχοεύω,v,----------,,,,,,0
69112,ο02421,οἰνοχοί̈α,n,n-s---fn1l,οἰνοχοί̈ας,,,,,0
69113,ο02422,οἰνοχοί̈διον,n,n-s---nn2-,οἰνοχοϊδίου,,,,,0
69114,ο02423,οἰνοχοϊκός,a,aps---mn1-,οἰνοχοϊκός οἰνοχοϊκή οἰνοχοϊκόν,,,,,0
69115,ο02424,οἰνόχοος,n,n-s---mn2-,οἰνοχόου,,,,,0
69116,ο02426,οἰνόχρως,n,n-s---cn3d,οἰνόχρωτος,,,,,0
69066,ο02375,οἰνοποιία,n,n-s---fn1l,οἰνοποιίας,,,,,0
69119,ο02429,οἰνοψυκτήρ,n,n-s---mn3r,οἰνοψυκτῆρος,,,,,0
69120,ο02430,οἰνόω,v,----------,,,,,,0
69121,ο02431,οἰνώδης,a,----------,,,,,,0
69122,ο02432,οἰνώνης,n,n-s---mn1e,οἰνώνου,,,,,0
69123,ο02433,οἰνωπός,a,----------,,,,,,0
69124,ο02434,οἴνωσις,n,n-s---fn3v,οἰνωσέως,,,,,0
69125,ο02435,οἰνώψ,n,----------,,,,,,0
69126,ο02437,οἴξασα,n,----------,,,,,,0
69127,ο02438,οἷο,n,----------,,,,,,0
69130,ο02441,οἰοβώτας,n,n-s---mn1a,οἰοβώτου,,,,,0
69131,ο02442,οἰόγαμος,a,aps---cn2-,οἰόγαμος οἰόγαμος οἰόγαμον,,,,,0
69132,ο02443,οἰογένεια,r,----------,,,,,,0
69133,ο02444,οἰόζωνος,a,aps---cn2-,οἰόζωνος οἰόζωνος οἰόζωνον,,,,,0
69134,ο02445,οἴοθεν,r,----------,,,,,,0
69135,ο02446,οἴοθι,r,----------,,,,,,0
69136,ο02447,οἰόκερως,n,n-s---cn3d,οἰοκέρωτος,,,,,0
69137,ο02448,οἴομαι,v,----------,,,,/oí̯.o.mai̯/,,0
69138,,Οἶον,n,n-s---nn2-,Οἴου,,,,,0
69139,,Οἰόθεν,r,----------,,,,,,0
69140,ο02451,οἱονεί,r,----------,,,,,,0
69142,ο02453,οἰονόμος,a,aps---cn2-,οἰονόμος οἰονόμος οἰονόμον,,,,,0
69143,ο02455,οἰόνους,n,----------,,,,,,0
69144,ο02456,οἷόνπερ,r,----------,,,,,,0
69145,ο02457,οἶόντε,n,----------,,,,,,0
69146,ο02458,οἰόομαι,v,----------,,,,,,0
69147,ο02459,οἰοπέδη,n,n-s---fn1e,οἰοπέδης,,,,,0
69149,ο02461,οἰοπολέω,v,----------,,,,,,0
69151,ο02464,οἰόρπατα,n,----------,,,,,,0
69152,ο02463,οἰόρ,n,----------,,,,,,0
69153,ο02465,οἶος,a,aps---mn1-,οἶος οἶα οἶον,,,/ói̯.os/,,0
69154,ο02466,οἷος,v,v1spia--1-,,,,,,0
69155,ο00273,ὄϊος,n,----------,,,,,,0
69156,ο00274,ὄϊος,a,aps---mn1-,ὄϊος ὄϊα ὄϊον,,,,,0
69157,ο02467,οἰόφρων,n,----------,,,,,,0
69158,ο02468,οἰοχίτων,n,n-s---mn3n,οἰοχίτωνος,,,,,0
69159,ο02469,οἰόω,v,----------,,,,,,0
69160,ο02471,οἷπερ,r,----------,,,,,,0
69161,ο02591,οἰρών,n,n-s---mn3n,οἰρῶνος,,,,,0
69162,ο00275,ὄϊς,n,n-s---mn3s,,,,/ó.is/,,0
69163,ο02593,οἷς,n,----------,,,,,,0
69164,ο02595,οἴσαξ,n,----------,,,,,,0
69165,ο00276,ὀί̈σατο,n,----------,,,,,,0
69166,ο02596,οἶσε,n,----------,,,,,,0
69167,ο02597,οἶσθα,v,v1spia----,,,,/ói̯s.tʰa/,,0
69168,ο02608,οἶσις,n,n-s---fn3v,οἴσεως,,,,,0
69169,ο02615,οἰσμός,n,----------,,,,,,0
69171,ο02618,οἶσος,n,n-s---mn2-,οἴσου,,,,,0
69173,ο02620,οἴσπη,n,n-s---fn1e,οἴσπης,,,,,0
69174,ο02621,οἰσπώτη,n,n-s---fn1e,οἰσπώτης,,,,,0
69175,ο02622,οἰστέος,a,aps---mn1-,οἰστέος οἰστέα οἰστέον,,,,,0
69282,ο00309,ὀκνέω,v,----------,,,,/o.kné.ɔː/,,0
69118,ο02428,οἶνοψ,a,aps---cn5-,οἶνοψ οἶνοψ οἴνοπος,,,/ói̯.nops/,,0
69179,ο00280,ὀϊστεύω,v,----------,,,,,,0
69180,ο02623,οἰστικός,a,aps---mn1-,οἰστικός οἰστική οἰστικόν,,,,,0
69181,ο00281,ὀϊστοβόλος,a,aps---cn2-,ὀϊστοβόλος ὀϊστοβόλος ὀϊστοβόλον,,,,,0
69182,ο00282,ὀϊστοβρόχιον,n,n-s---nn2-,ὀϊστοβροχίου,,,,,0
69183,ο00283,ὀϊστοδέγμων,n,----------,,,,,,0
69185,ο00285,ὀϊστοδόχος,a,aps---cn2-,ὀϊστοδόχος ὀϊστοδόχος ὀϊστοδόχον,,,,,0
69186,ο00286,ὀϊστοθήκη,n,n-s---fn1e,ὀϊστοθήκης,,,,,0
69188,ο02624,οἰστός,a,aps---mn1-,οἰστός οἰστή οἰστόν,,,,,0
69189,ο00288,ὀϊστός,n,n-s---mn2-,,,,,,0
69190,ο00289,ὀϊστοῦχος,a,aps---cn2-,ὀϊστοῦχος ὀϊστοῦχος ὀϊστοῦχον,,,,,0
69191,ο02625,οἰστράω,v,----------,,,,,,0
69192,ο02626,οἰστρηδόν,r,----------,,,,,,0
69194,ο02628,οἰστρηλασία,n,n-s---fn1l,οἰστρηλασίας,,,,,0
69195,ο02629,οἰστρηλατεῖται,n,----------,,,,,,0
69196,ο02630,οἰστρήλατος,a,aps---cn2-,οἰστρήλατος οἰστρήλατος οἰστρήλατον,,,,,0
69197,ο02631,οἴστρημα,n,n-s---nn3t,οἰστρήματος,,,,,0
69198,ο02632,οἴστρησις,n,n-s---fn3v,οἰστρησέως,,,,,0
69199,ο02633,οἰστροβολέω,v,----------,,,,,,0
69200,ο02634,οἰστρογενέτωρ,n,n-s---mn3r,οἰστρογενέτορος,,,,,0
69202,ο02636,οἰστροδόνητος,a,----------,,,,,,0
69203,ο02637,οἰστρομανής,a,aps---cn5s,οἰστρομανής οἰστρομανής οἰστρομανές,,,,,0
69204,ο02638,οἰστρομανία,n,n-s---fn1l,οἰστρομανίας,,,,,0
69205,ο02639,οἰστροπλάνεια,n,n-s---fn1s,οἰστροπλάνειας,,,,,0
69206,ο02640,οἰστροπλήξ,a,----------,,,,,,0
69207,ο02641,οἶστρος,n,n-s---mn2-,οἴστρου,,,/ói̯s.tros/,,0
69208,ο02642,οἰστροφόρος,a,aps---cn2-,οἰστροφόρος οἰστροφόρος οἰστροφόρον,,,,,0
69209,ο02643,οἰστρώδης,a,aps---cn3s,οἰστρώδης οἰστρώδης οἰστρώ͂δες,,,,,0
69210,ο02644,οἰσύα,n,n-s---fn1l,οἰσύας,,,,,0
69211,ο02645,οἰσύϊνος,a,aps---mn1-,οἰσύϊνος οἰσυΐνη οἰσύϊνον,,,,,0
69212,ο02647,οἴσυον,n,n-s---nn2-,οἰσύου,,,,,0
69215,ο02650,οἰσύπειον,n,----------,,,,,,0
69216,ο02651,οἰσύπη,n,n-s---fn1s,,,,,,0
69217,ο02652,οἰσυπηρός,a,aps---mn1-,οἰσυπηρός οἰσυπηρά οἰσυπηρόν,,,,,0
69218,ο02653,οἰσυπίς,n,n-s---fn3d,οἰσυπίδος,,,,,0
69219,ο02654,οἰσυπόεις,a,aps---mn4i,οἰσυπόεις οἰσυπόεσσα οἰσυπόεν,,,,,0
69220,ο02655,οἴσυπον,n,n-s---nn2-,οἰσύπου,,,,,0
69221,ο02656,οἴσυπος,n,n-s---mn2-,οἰσύπου,,,,,0
69222,ο02657,οἰσυπώδης,a,aps---cn3s,οἰσυπώδης οἰσυπώδης οἰσυπώ͂δες,,,,,0
69223,ο02658,οἴσω,v,----------,,,,,,0
69224,,Οἴτη,n,----------,,,,/oí̯.tɛː/,,0
69225,,Οἰτόλινος,n,n-s---mn2-,Οἰτολίνου,,,,,0
69226,ο02673,οἶτος,n,n-s---mn2-,οἴτου,,,,,0
69178,ο00279,ὀϊστευτής,n,n-s---mn1e,ὀϊστευτού,,,,,0
69229,ο02679,οἴφω,v,----------,,,,/oí̯.pʰɔː/,,0
69230,,Οἰχαλία,n,----------,,,,/oi̯.kʰa.lí.aː/,,0
69231,ο02681,οἰχέομαι,v,----------,,,,,,0
69232,ο02682,οἰχητέον,a,----------,,,,,,0
69233,ο02684,οἰχμᾶν,n,----------,,,,,,0
69234,ο02685,οἰχνέω,v,----------,,,,,,0
69236,ο02688,οἴω,v,----------,,,,,,0
69237,ο00290,ὀί̈ω,v,----------,,,,,,0
69238,ο02689,οἰωνίζομαι,v,----------,,,,,,0
69241,ο02692,οἰωνισμός,n,----------,,,,,,0
69242,ο02693,οἰωνιστήριον,n,n-s---nn2-,οἰωνιστηρίου,,,,,0
69243,ο02694,οἰωνιστής,n,n-s---mn1e,οἰωνιστού,,,,,0
69246,ο02697,οἰωνοθέτης,n,n-s---mn1e,οἰωνοθέτου,,,,,0
69247,ο02698,οἰωνόθροος,a,aps---cn2-,οἰωνόθροος οἰωνόθροος οἰωνόθροον,,,,,0
69248,ο02699,οἰωνοκτόνος,a,aps---cn2-,οἰωνοκτόνος οἰωνοκτόνος οἰωνοκτόνον,,,,,0
69249,ο02700,οἰωνομαντεία,n,n-s---fn1l,οἰωνομαντείας,,,,,0
69250,ο02701,οἰωνομαντικός,a,aps---mn1-,οἰωνομαντικός οἰωνομαντική οἰωνομαντικόν,,,,,0
69251,ο02702,οἰωνόμαντις,n,n-s---fn3v,οἰωνομαντέως,,,,,0
69252,ο02703,οἰωνόμικτος,a,aps---cn2-,οἰωνόμικτος οἰωνόμικτος οἰωνόμικτον,,,,,0
69253,ο02704,οἰωνοπολέω,v,----------,,,,,,0
69254,ο02705,οἰωνοπολία,n,n-s---fn1l,οἰωνοπολίας,,,,,0
69255,ο02706,οἰωνοπόλος,n,n-s---mn2-,οἰωνοπόλου,,,,,0
69256,ο02707,οἰωνός,n,----------,,,,,,0
69258,ο02709,οἰωνοσκοπέω,v,----------,,,,,,0
69259,ο02710,οἰωνοσκοπητικός,a,aps---mn1-,οἰωνοσκοπητικός οἰωνοσκοπητική οἰωνοσκοπητικόν,,,,,0
69260,ο02711,οἰωνοσκοπία,n,n-s---fn1l,οἰωνοσκοπίας,,,,,0
69262,ο02713,οἰωνόσκοπος,n,n-s---mn2-,οἰωνοσκόπου,,,,,0
69263,ο02714,οἰωνοτροφεύς,n,n-s---mn3v,οἰωνοτροφέως,,,,,0
69264,ο00292,ὅκα,n,----------,,,,,,0
69265,ο00291,ὄκᾳ,r,----------,,,,,,0
69266,ο00293,ὀκέλλω,v,----------,,,,,,0
69267,ο00294,ὅκη,n,----------,,,,,,0
69268,ο00295,ὀκιμβάζω,v,----------,,,,,,0
69269,ο00296,ὅκκα,r,----------,,,,,,0
69270,ο00297,ὅκκα,n,----------,,,,,,0
69271,ο00298,ὄκκαβος,n,n-s---mn2-,ὀκκάβου,,,,,0
69272,ο00299,ὀκλαδία,n,n-s---fn1l,ὀκλαδίας,,,,,0
69273,ο00300,ὀκλαδίας,n,n-s---mn1a,ὀκλαδίου,,,,,0
69274,ο00301,ὀκλαδιστί,r,----------,,,,,,0
69275,ο00302,ὀκλαδόν,r,----------,,,,,,0
69276,ο00303,ὀκλάζω,v,----------,,,,,,0
69277,ο00304,ὀκλάξ,r,----------,,,,,,0
69278,ο00305,ὀκλάς,n,n-s---fn3d,ὀκλάδος,,,,,0
69279,ο00306,ὄκλασις,n,n-s---fn3v,ὀκλασέως,,,,,0
69280,ο00307,ὄκλασμα,n,n-s---nn3t,ὀκλάσματος,,,,,0
69281,ο00308,ὀκναλέος,r,----------,,,,,,0
69228,ο02677,οἰφεί,n,----------,,,,,,0
69286,ο00313,ὄκνησις,n,n-s---fn3v,ὀκνησέως,,,,,0
69287,ο00314,ὀκνητέον,v,----------,,,,,,0
69288,ο00315,ὄκνος,n,n-s---mn2-,ὄκνου,,,/ó.knos/,,0
69289,ο00316,ὀκνώδης,a,aps---cn3s,ὀκνώδης ὀκνώδης ὀκνώ͂δες,,,,,0
69290,ο00317,ὁκοδαπός,n,----------,,,,,,0
69291,ο00318,ὀκορνός,n,----------,,,,,,0
69292,ο00319,ὀκριάζω,v,----------,,,,,,0
69293,ο00320,ὀκριάομαι,v,----------,,,,,,0
69294,ο00321,ὀκρίβας,n,n-s---mn3d,ὀκρίβαντος,,,,,0
69295,ο00322,ὀκριοειδής,a,aps---cn5s,ὀκριοειδής ὀκριοειδής ὀκριοειδές,,,,,0
69296,ο00323,ὀκριόεις,a,aps---mn4i,ὀκριόεις ὀκριόεσσα ὀκριόεν,,,,,0
69297,ο00324,ὄκρις,n,n-s---fn3s,ὄκριος,,,/ó.kris/,,0
69298,ο00326,ὀκρυόεις,a,aps---mn4i,ὀκρυόεις ὀκρυόεσσα ὀκρυόεν,,,,,0
69300,ο00328,ὀκταγράμματον,n,----------,,,,,,0
69302,ο00331,ὀκτάγωνος,a,aps---cn2-,ὀκτάγωνος ὀκτάγωνος ὀκτάγωνον,,,,,0
69303,ο00330,ὀκτάγωνον,n,n-s---nn2-,ὀκταγώνου,,,,,0
69304,ο00332,ὀκταδακτυλιαῖς,a,aps---cn2-,ὀκταδακτυλιαῖς ὀκταδακτυλιαῖς ὀκτάγωνον,,,,,0
69305,ο00333,ὀκταδάκτυλος,a,aps---cn2-,ὀκταδάκτυλος ὀκταδάκτυλος ὀκταδάκτυλον,,,,,0
69306,ο00334,ὀκτάδιον,n,n-s---nn2-,ὀκταδίου,,,,,0
69307,ο00335,ὀκτάδραχμος,a,aps---cn2-,ὀκτάδραχμος ὀκτάδραχμος ὀκτάδραχμον,,,,,0
69308,ο00336,ὀκταεδρικόν,n,----------,,,,,,0
69310,ο00338,ὀκτάειδος,a,aps---cn2-,ὀκτάειδος ὀκτάειδος ὀκτάειδον,,,,,0
69311,ο00339,ὀκταετηρίς,n,n-s---fn3d,ὀκταετηρίδος,,,,,0
69312,ο00340,ὀκταέτης,a,----------,,,,,,0
69313,ο00341,ὀκταετία,n,n-s---fn1l,ὀκταετίας,,,,,0
69314,ο00342,ὀκταήμερος,a,aps---cn2-,ὀκταήμερος ὀκταήμερος ὀκταήμερον,,,,,0
69316,ο00344,ὀκτακάτιοι,n,----------,,,,,,0
69317,ο00345,ὀκτάκερκις,n,----------,,,,,,0
69318,ο00346,ὀκτάκις,r,----------,,,,,,0
69319,ο00347,ὀκτακισμύριοι,n,----------,,,,,,0
69320,ο00348,ὀκτακισχίλιοι,n,----------,,,,,,0
69322,ο00350,ὀκτάκλινον,n,n-s---nn2-,ὀκτακλίνου,,,,,0
69323,ο00351,ὀκτάκνημος,a,aps---cn2-,ὀκτάκνημος ὀκτάκνημος ὀκτάκνημον,,,,,0
