0448605,a,9,excessively and uncomfortably conscious of your appearance or behavior; 'self-conscious teenagers'; 'wondered if she could ever be untidy without feeling self-conscious about it',
82435,00726687,a,9,deviating from a straight course; 'a scenic but devious route'; 'a long and circuitous journey by train and boat'; 'a roundabout route avoided rush-hour traffic',
82436,00726929,a,9,used of movement; at an angle,
82437,00727034,a,9,of tactics e.g; likely or designed to confuse or deceive,
82438,00727150,a,9,of a path e.g; 'meandering streams'; 'rambling forest paths'; 'the river followed its wandering course'; 'a winding country road',
82439,00727376,a,9,(electricity) of a current flowing in one direction only; not alternating; 'direct current',
82440,00727520,a,9,(electricity) of a current that reverses direction at regular intervals; 'alternating current',
82441,00727672,a,9,extended senses; direct in means or manner or behavior or language or action; 'a direct question'; 'a direct response'; 'a direct approach',
82442,00728026,a,9,bluntly direct and outspoken but good-natured; 'a bluff but pleasant manner'; 'a bluff and rugged natural leader',
82444,00728757,a,9,(informal) without reservation; 'a flat-footed refusal',
82445,00728870,a,9,forthright and honest; 'had a man-to-man talk about the facts of life',
82446,00728997,a,9,not tolerating irrelevancies; 'the no-nonsense tones of a stern parent',
82447,00729126,a,9,free from any effort to soften to disguise; 'the plain and unvarnished truth'; 'the unvarnished candor of old people and children',
82448,00729322,a,9,direct and obvious in meaning or reference; often unpleasant; 'a pointed critique'; 'a pointed allusion to what was going on'; 'another pointed look in their direction',
82449,00729544,a,9,without evasion or compromise; 'a square contradiction'; 'he is not being as straightforward as it appears',
82450,00729725,a,9,extended senses; not direct in manner or language or behavior or action; 'making indirect but legitimate inquiries'; 'an indirect insult'; 'doubtless they had some indirect purpose in mind'; 'though his methods are indirect they are not dishonest'; 'known as a shady indirect fellow',
82451,00730225,a,9,characterized by indirect references; 'allusive speech is characterized by allusions',
82452,00730365,a,9,roundabout or ambiguous; 'attacks from tht source amounted to a backhanded compliment to his integrity'; 'a backhanded and dishonest way of reaching his goal',
82453,00730580,a,9,marked by obliqueness or indirection in speech or conduct; 'the explanation was circuitous and puzzling'; 'a roundabout paragraph'; 'hear in a roundabout way that her ex-husband was marrying her best friend',
82454,00730857,a,9,"roundabout and unnecessarily wordy; 'had a preference for circumlocutious (or circumlocutory) rather than forthright expression'; 'A periphrastic study in a worn-out poetical fashion,/ Leaving one still with the intolerable wrestle/ With words and meanings.'-T.S.Eliot; (`ambagious' is archaic)",
82455,00731257,a,9,departing from the accepted or proper way; misleading; 'used devious means to achieve success'; 'gave oblique answers to direct questions'; 'oblique political maneuvers',
82456,00731490,a,9,(of e.g. speech and writing) tending to depart from the main point or cover a wide range of subjects; 'amusingly digressive with satirical thrusts at women's fashions among other things'; 'a rambling discursive book'; 'his excursive remarks'; 'a rambling speech about this and that',
82457,00731865,a,9,heard through another rather than directly; 'hearsay information',
82458,00731984,a,9,hesitant to state facts or opinions simply and directly as from e.g. timidity or hypocrisy; 'a mealymouthed politician',
82461,00732494,a,9,(mathematics) varying in a manner opposite to that of another quantity; 'a term is in inverse proportion to another term if it increases (or decreases) as the other decreases (or increases),
82462,00732737,a,9,(astronomy) moving from west to east on the celestial sphere; or--for planets--around the sun in the same direction as the Earth,
82463,00732918,a,9,(astronomy) moving from east to west on the celestial sphere; or--for planets--around the sun in a direction opposite to that of the Earth,
82464,00733113,a,9,having no intervening medium; 'an immediate influence',
82465,00733277,a,9,immediate or direct in bearing or force; having nothing intervening; 'in direct sunlight'; 'in direct contact with the voters'; 'direct exposure to the disease'; 'a direct link'; 'the direct cause of the accident',
82466,00733543,a,9,without the interposition of other agencies or conditions; 'unmediated relations between God and man',
82467,00733701,a,9,acting through or dependent on an intervening agency; 'the disease spread by mediate as well as direct contact',
82468,00733920,a,9,having intervening factors or persons or influences; 'reflection from the ceiling provided a soft indirect light'; 'indirect evidence'; 'an indirect cause',
82469,00734130,a,9,acting or brought about through an intervening agency; 'the mediated settlement brought satisfaction to both sides',
82470,00734300,a,9,having or revealing keen insight and good judgment; 'a discerning critic'; 'a discerning reader',
82471,00734543,a,9,characterized by ease and quickness in perceiving; 'clear mind'; 'a percipient author',
82472,00734694,a,9,mentally acute or penetratingly discerning; 'too clear-eyed not to see what problems would follow'; 'chaos could be prevented only by clear-sighted leadership'; 'much too perspicacious to be taken in by so spurious an argument',
82473,00735010,a,9,perceiving the significance of events before they occur; 'extroardinarily prescient memoranda on the probable course of postwar relations'-R.H.Rovere,
82474,00735215,a,9,lacking discernment,
82475,00735347,a,9,lacking in insight or discernment; 'too obtuse to grasp the implications of his behavior'; 'a purblind oligarchy that flatly refused to see that history was condemning it to the dustbin'- Jasper Griffin,
82476,00735613,a,9,lacking understanding; 'tried to explain to her uncomprehending husband',
82477,00735747,a,9,"marked by prudence or modesty and wise self-restraint; 'his trusted discreet aide'; 'a discreet, finely wrought gold necklace",
82478,00735963,a,9,free from ostentation or pretension; 'the restrained elegance of the room',
82479,00736120,a,9,showing wise self-restraint in speech and behavior especially in preserving prudent silence; 'maintained a prudent silence',
82480,00736297,a,9,lacking discretion; injudicious; 'her behavor was indiscreet at the very best',
82481,00736468,a,9,unwisely talking too much,
82482,00736588,a,9,lacking wise self-restraint; 'an imprudent remark',
82483,00736694,a,9,marked by the ability to see or make fine distinctions; 'discriminate judgments'; 'discriminate people',
82484,00736891,a,9,not marked by fine distinctions; 'indiscriminate reading habits'; 'an indiscriminate mixture of colors and styles',
82485,00737138,a,9,not selective of a single class or person; 'Clinton was criticized for his promiscuous solicitation of campaign money',
82486,00737314,a,9,ignoring distinctions; 'indiscriminate slaughter of a population'; 'sweeping generalizations'; 'wholesale destruction',
82487,00737499,a,9,showing or indicating careful judgment and discernment especially in matters of taste; 'the discriminating eye of the connoisseur',
82488,00737870,a,9,having or showing appreciation or a favorable critical judgment or opinion; 'appreciative of a beautiful landscape'; 'an appreciative laugh from the audience',
82489,00738087,a,9,capable of distinguishing; 'students having superior diacritic powers'; 'the diacritic elements in culture'- S.F.Nadel,
82490,00738275,a,9,able to make or detect effects of great subtlety; sensitive; 'discerning taste'; 'a fine eye for color',
82491,00738442,a,9,noting distinctions with nicety; 'a discriminating interior designer'; 'a nice sense of color'; 'a nice point in the argument',
82492,00738634,a,9,capable of making fine distinctions,
82493,00738747,a,9,selecting what seems best of various styles or ideas,
82494,00738854,a,9,generally admired; 'good taste',
82495,00738936,a,9,tending to select; characterized by careful choice; 'an exceptionally quick and selective reader'- John Mason Brown,
82496,00739107,a,9,not discriminating,
82497,00739297,a,9,failing to make or recognize distinctions,
82498,00739399,a,9,"lacking in discrimination; 'she was absolutely uncritical, she believed everything'",
82499,00739539,a,9,"lacking sensitivity, taste, or judgment",
82500,00739637,a,9,not selective or discriminating; 'unselective in her reading habits; her choices seemed completely random',
82502,00739937,a,9,intended to be thrown away after use; 'throwaway diapers',
82503,00740053,a,9,not designed to be thrown away after use,
82504,00740164,a,9,that may be returned; 'returnable bottles and cans'; 'sale merchandise is not returnable',
82505,00740328,a,9,(law) to be returned to the former owner or that owner's heirs,
82506,00740447,a,9,that may not be returned; 'nonreturnable bottles',
82508,00740788,a,9,convenient for use or disposal; 'the house is available after July 1'; '2000 square feet of usable office space',
82509,00740975,a,9,(used of funds) remaining after taxes; 'spendable income',
82510,00741101,a,9,in cash or easily convertible to cash; 'liquid (or fluid) assets',
82511,00741227,a,9,of assets,
82512,00741314,a,9,not convertible to cash; 'frozen assets',
82513,00741407,a,9,"(anatomy) situated farthest from point of attachment or origin, as of a limb or bone",
