40,προγεωργός,n,----------,,,,,,0
100763,τ02759,τρίμνως,n,----------,,,,,,0
100764,τ02760,τριμοιρία,n,n-s---fn1l,τριμοιρίας,,,,,0
100766,τ02762,τριμοιρίτης,n,n-s---mn1e,τριμοιρίτου,,,,,0
100767,τ02763,τρίμοιρος,a,aps---cn2-,τρίμοιρος τρίμοιρος τρίμοιρον,,,,,0
100768,τ02764,τρίμορος,a,aps---cn2-,τρίμορος τρίμορος τρίμορον,,,,,0
100769,τ02765,τρίμορφος,a,aps---cn2-,τρίμορφος τρίμορφος τρίμορφον,,,,,0
100770,τ02766,τρίμυξος,a,aps---cn2-,τρίμυξος τρίμυξος τρίμυξον,,,,,0
100771,τ02767,τρινακρία,a,----------,,,,,,0
100772,τ02768,τρίναξ,n,n-s---fn3v,τρίνακος,,,,,0
100773,τ02769,τρινήσαρχος,n,n-s---mn2-,τρινησάρχου,,,,,0
100774,τ02770,τρίνυκτον,n,n-s---nn2-,τρινύκτου,,,,,0
100775,τ02771,τριξέλλας,n,----------,,,,,,0
100776,τ02772,τρίξεστον,n,n-s---nn2-,τριξέστου,,,,,0
100777,τ02773,τριξός,a,aps---mn1-,τριξός τριξή τριξόν,,,,,0
100778,τ02774,τρίξυλος,a,aps---cn2-,τρίξυλος τρίξυλος τρίξυλον,,,,,0
100779,τ02775,τριοβολιαῖος,n,----------,,,,,,0
100780,τ02776,τριοδέομαι,v,----------,,,,,,0
100781,τ02777,τριοδήϊος,a,aps---mn1-,τριοδήϊος τριοδήϊα τριοδήϊον,,,,,0
100782,τ02778,τριοδία,n,n-s---fn1l,τριοδίας,,,,,0
100783,τ02779,τριόδιον,n,n-s---nn2-,τριοδίου,,,,,0
100784,τ02780,τριοδίτης,n,n-s---cn1e,τριοδίτου,,,,,0
100785,τ02781,τριοδοντία,n,n-s---fn1l,τριοδοντίας,,,,,0
100786,τ02782,τριοδόντιον,n,n-s---nn2-,τριοδοντίου,,,,,0
100787,τ02783,τρίοδος,n,----------,,,,,,0
100790,τ02786,τρίοζος,a,aps---cn2-,τρίοζος τρίοζος τρίοζον,,,,,0
100791,τ02793,τριοῖσι,n,----------,,,,,,0
100793,τ02788,τριονία,n,n-s---fn1l,τριονίας,,,,,0
100794,,Τριόπιον,n,n-s---nn2-,Τριοπίου,,,/tri.ó.pi.on/,,0
100795,,Τριοπικὸν,n,----------,,,,,,0
100796,,Τριόπιος,n,----------,,,,,,0
100797,τ02789,τριοπίς,n,----------,,,,,,0
100798,τ02790,τριόργυιος,a,aps---cn2-,τριόργυιος τριόργυιος τριόργυιον,,,,,0
100799,τ02791,τριόρχης,n,n-s---mn1e,τριόρχου,,,,,0
100800,τ02792,τρίορχος,n,n-s---mn2-,τριόρχου,,,,,0
100801,τ02794,τριοτό,n,----------,,,,,,0
100802,τ02795,τριοττίς,n,n-s---fn3d,τριοττίδος,,,,,0
100803,τ02796,τριούγκιον,n,n-s---nn2-,τριουγκίου,,,,,0
100804,τ02797,τριούμβουρα,n,----------,,,,,,0
100805,τ02799,τριοῦχος,a,aps---cn2-,τριοῦχος τριοῦχος τριοῦχον,,,,,0
100806,τ02798,τριόφθαλμος,a,aps---cn2-,τριόφθαλμος τριόφθαλμος τριόφθαλμον,,,,,0
100807,τ02800,τριπαγισμός,n,----------,,,,,,0
100808,τ02801,τριπαια,n,----------,,,,,,0
100809,τ02802,τριπαιδία,n,----------,,,,,,0
100810,τ02803,τρίπαις,n,----------,,,,,,0
100811,τ02804,τρίπαλαι,r,----------,,,,,,0
100812,τ02805,τριπάλαιος,a,aps---mn1-,τριπάλαιος τριπάλαια τριπάλαιον,,,,,0
100814,τ02807,τριπάλαστος,a,aps---cn2-,τριπάλαστος τριπάλαστος τριπάλαστον,,,,,0
100815,τ02808,τρίπαλτος,a,aps---cn2-,τρίπαλτος τρίπαλτος τρίπαλτον,,,,,0
100816,τ02809,τριπανάγορσις,n,----------,,,,,,0
100817,τ02810,τριπάνουργος,a,aps---cn2-,τριπάνουργος τριπάνουργος τριπάνουργον,,,,,0
100818,τ02811,τρίπαππος,n,n-s---mn2-,τριπάππου,,,,,0
100819,τ02812,τριπάρθενος,a,aps---cn2-,τριπάρθενος τριπάρθενος τριπάρθενον,,,,,0
100820,τ02813,τριπάροδος,a,aps---cn2-,τριπάροδος τριπάροδος τριπάροδον,,,,,0
100821,τ02814,τρίπατρος,a,aps---cn2-,τρίπατρος τρίπατρος τρίπατρον,,,,,0
100822,τ02815,τριπάτωρ,n,----------,,,,,,0
100823,τ02816,τριπάχυιος,a,aps---cn2-,τριπάχυιος τριπάχυιος τριπάχυιον,,,,,0
100824,τ02817,τρίπεδος,a,aps---cn2-,τρίπεδος τρίπεδος τρίπεδον,,,,,0
100825,τ02818,τριπέδων,n,n-s---mn3n,τριπέδωνος,,,,,0
100826,τ02819,τριπέμπελος,a,aps---cn2-,τριπέμπελος τριπέμπελος τριπέμπελον,,,,,0
100827,τ02820,τριπενθημιμερής,a,aps---cn5s,τριπενθημιμερής τριπενθημιμερής τριπενθημιμερές,,,,,0
100828,τ02821,τριπέρυσιν,r,----------,,,,,,0
100829,τ02822,τριπέτηλος,a,aps---cn2-,τριπέτηλος τριπέτηλος τριπέτηλον,,,,,0
100830,τ02823,τριπετής,a,aps---cn5s,τριπετής τριπετής τριπετές,,,,,0
100831,τ02824,τρίπηδος,n,n-s---mn2-,τριπήδου,,,,,0
100832,τ02825,τρίπηχυς,n,----------,,,,,,0
100833,τ02826,τριπιθήκινος,a,aps---mn1-,τριπιθήκινος τριπιθηκίνη τριπιθήκινον,,,,,0
100834,τ02828,τριπλανής,a,aps---cn5s,τριπλανής τριπλανής τριπλανές,,,,,0
100835,τ02829,τριπλανήτης,n,n-s---mn1e,τριπλανήτου,,,,,0
100836,τ02830,τρίπλαξ,n,----------,,,,,,0
100837,τ02831,τριπλασιάζω,v,----------,,,,,,0
100840,τ02834,τριπλάσιος,a,aps---mn1-,τριπλάσιος τριπλάσια τριπλάσιον,,,,,0
100841,τ02835,τριπλασιότης,n,n-s---fn3t,τριπλασιότητος,,,,,0
100842,τ02836,τριπλασίων,a,aps---cn3n,τριπλασίων τριπλασίων τριπλασίον,,,,,0
100843,τ02837,τρίπλεθρος,a,aps---cn2-,τρίπλεθρος τρίπλεθρος τρίπλεθρον,,,,,0
100844,τ02838,τριπλεκής,a,aps---cn5s,τριπλεκής τριπλεκής τριπλεκές,,,,,0
100845,τ02839,τρίπλευρος,a,aps---cn2-,τρίπλευρος τρίπλευρος τρίπλευρον,,,,,0
100846,τ02827,τριπλῇ,n,----------,,,,,,0
100847,τ02840,τριπληγόνος,a,aps---cn2-,τριπληγόνος τριπληγόνος τριπληγόνον,,,,,0
100848,τ02841,τριπλόη,n,n-s---fn1e,τριπλόης,,,,,0
100849,τ02842,τριπλοκία,n,n-s---fn1l,τριπλοκίας,,,,,0
100850,τ02843,τρίπλοκος,a,aps---cn2-,τρίπλοκος τρίπλοκος τρίπλοκον,,,,,0
100851,τ02844,τριπλόος,a,----------,,,,,,0
100852,τ02845,τριπλόω,v,----------,,,,,,0
100853,τ02846,τρίπλωσις,n,n-s---fn3v,τριπλωσέως,,,,,0
100854,τ02847,τριποδαβάκιον,n,n-s---nn2-,τριποδαβακίου,,,,,0
100855,ε09684,ἐπὶ,n,----------,,,,,,0
100857,τ02849,τριπόδης,n,n-s---cn1e,τριπόδου,,,,,0
100858,τ02850,τριποδηφορέω,v,----------,,,,,,0
100859,τ02851,τριποδηφορικός,a,aps---mn1-,τριποδηφορικός τριποδηφορική τριποδηφορικόν,,,,,0
100860,τ02852,τριποδηφόρος,a,aps---cn2-,τριποδηφόρος τριποδηφόρος τριποδηφόρον,,,,,0
100861,τ02853,τριποδία,n,n-s---fn1l,τριποδίας,,,,,0
100862,τ02854,τριποδίζω,v,----------,,,,,,0
100863,τ02855,τριπόδιον,n,n-s---nn2-,τριποδίου,,,,,0
100864,τ02856,τριπόδιος,a,aps---cn2-,τριπόδιος τριπόδιος τριπόδιον,,,,,0
100865,τ02857,τριποδοειδής,a,aps---cn5s,τριποδοειδής τριποδοειδής τριποδοειδές,,,,,0
100866,τ02858,τριπόθητος,a,aps---cn2-,τριπόθητος τριπόθητος τριπόθητον,,,,,0
100867,τ02859,τρίποκος,a,aps---cn2-,τρίποκος τρίποκος τρίποκον,,,,,0
100868,τ02860,τριπολία,n,n-s---fn1l,τριπολίας,,,,,0
100869,τ02861,τριπόλιον,n,n-s---nn2-,τριπολίου,,,,,0
100870,τ02862,τρίπολις,n,----------,,,,,,0
100871,τ02863,τριπόλιστος,a,aps---cn2-,τριπόλιστος τριπόλιστος τριπόλιστον,,,,,0
100872,τ02864,τριπολιτικός,n,----------,,,,,,0
100873,τ02866,τριπολῖτις,a,----------,,,,,,0
100874,τ02865,τρίπολος,a,aps---cn2-,τρίπολος τρίπολος τρίπολον,,,,,0
100875,τ02867,τριπόνητος,n,----------,,,,,,0
100877,τ02869,τριπορνεία,n,n-s---fn1l,τριπορνείας,,,,,0
100878,τ02870,τρίπορνος,a,aps---cn2-,τρίπορνος τρίπορνος τρίπορνον,,,,,0
100879,τ02871,τρίπος,n,n-s---mn2-,τρίπου,,,,,0
100880,τ02873,τρίπους,a,aps---cn5s,τρίπους τρίπους τρίπουν,,,/trí.poːs/,,0
100881,τ02874,τρίπρατος,a,aps---cn2-,τρίπρατος τρίπρατος τρίπρατον,,,,,0
100882,τ02875,τριπρόσωπος,a,aps---cn2-,τριπρόσωπος τριπρόσωπος τριπρόσωπον,,,,,0
100883,τ02876,τριπτέον,n,----------,,,,,,0
100884,τ02877,τρίπτερος,a,aps---cn2-,τρίπτερος τρίπτερος τρίπτερον,,,,,0
100885,τ02878,τριπτήρ,n,n-s---mn3r,τριπτῆρος,,,,,0
100931,τ02924,τρίσημος,n,----------,,,,,,0
100890,τ02882,τρίπτρον,n,n-s---nn2-,τρίπτρου,,,,,0
100891,τ02883,τριπτύς,n,----------,,,,,,0
100892,τ02884,τρίπτυχος,a,aps---cn2-,τρίπτυχος τρίπτυχος τρίπτυχον,,,,,0
100893,τ02885,τρίπτωτος,a,aps---cn2-,τρίπτωτος τρίπτωτος τρίπτωτον,,,,,0
100894,τ02886,τριπύλιος,n,----------,,,,,,0
100895,τ02887,τριπυλοειδής,a,aps---cn5s,τριπυλοειδής τριπυλοειδής τριπυλοειδές,,,,,0
100896,τ02888,τρίπυλον,n,n-s---nn2-,τριπύλου,,,,,0
100897,τ02889,τρίπυργος,a,aps---cn2-,τρίπυργος τρίπυργος τρίπυργον,,,,,0
100898,τ02890,τρίπωλος,a,aps---cn2-,τρίπωλος τρίπωλος τρίπωλον,,,,,0
100899,τ02891,τρίρριζος,a,aps---cn2-,τρίρριζος τρίρριζος τρίρριζον,,,,,0
100900,τ02892,τρίρρυθμος,a,aps---cn2-,τρίρρυθμος τρίρρυθμος τρίρρυθμον,,,,,0
100901,τ02893,τρίρρυμος,a,aps---cn2-,τρίρρυμος τρίρρυμος τρίρρυμον,,,,,0
100902,τ02895,τρίς,a,----------,,,,,,0
100904,τ02897,τρισάλαστος,n,----------,,,,,,0
100905,τ02898,τρισαλιτήριος,a,aps---cn2-,τρισαλιτήριος τρισαλιτήριος τρισαλιτήριον,,,,,0
100906,τ02899,τρισάλυπος,a,aps---cn2-,τρισάλυπος τρισάλυπος τρισάλυπον,,,,,0
100907,τ02900,τρίσαμος,a,aps---cn2-,τρίσαμος τρίσαμος τρίσαμον,,,,,0
100908,τ02901,τρισάνθρωπος,n,n-s---mn2-,τρισανθρώπου,,,,,0
100909,τ02902,τρισάποτμος,a,aps---cn2-,τρισάποτμος τρισάποτμος τρισάποτμον,,,,,0
100910,τ02903,τρισαρειοπαγίτης,n,n-s---mn1e,τρισαρειοπαγίτου,,,,,0
100911,τ02904,τρισάριθμος,a,aps---cn2-,τρισάριθμος τρισάριθμος τρισάριθμον,,,,,0
100912,τ02905,τρισαριστεύς,n,n-s---mn3v,τρισαριστέως,,,,,0
100913,τ02906,τρισάσμενος,a,aps---mn1-,τρισάσμενος τρισασμένη τρισάσμενον,,,,,0
100914,τ02907,τρισατυχής,a,aps---cn5s,τρισατ]υχής τρισατ]υχής τρισατ]υχές,,,,,0
100915,τ02908,τρισάωρος,a,aps---cn2-,τρισάωρος τρισάωρος τρισάωρον,,,,,0
100916,τ02909,τρισβδέλυρος,a,aps---cn2-,τρισβδέλυρος τρισβδέλυρος τρισβδέλυρον,,,,,0
100917,τ02910,τρισδείλαιος,a,aps---cn2-,τρισδείλαιος τρισδείλαιος τρισδείλαιον,,,,,0
100918,τ02911,τρισδύστηνος,a,aps---cn2-,τρισδύστηνος τρισδύστηνος τρισδύστηνον,,,,,0
100919,τ02912,τρισεινάς,n,n-s---fn3d,τρισεινάδος,,,,,0
100920,τ02913,τρισέληνος,a,aps---cn2-,τρισέληνος τρισέληνος τρισέληνον,,,,,0
100921,τ02914,τρισέλικτος,a,aps---cn2-,τρισέλικτος τρισέλικτος τρισέλικτον,,,,,0
100922,τ02915,τρισεξάγιστος,a,aps---cn2-,τρισεξάγιστος τρισεξάγιστος τρισεξάγιστον,,,,,0
100923,τ02916,τρισεξώλης,n,n-s---mn1e,τρισεξώλου,,,,,0
100924,τ02917,τρισέπαρχος,n,n-s---mn2-,τρισεπάρχου,,,,,0
100926,τ02919,τρισευδαίμων,a,aps---cn3n,τρισευδαίμων τρισευδαίμων τρισευδαίμον,,,,,0
100927,τ02920,τρίσεφθος,a,aps---cn2-,τρίσεφθος τρίσεφθος τρίσεφθον,,,,,0
100928,τ02921,τρισέχθιστος,a,aps---cn2-,τρισέχθιστος τρισέχθιστος τρισέχθιστον,,,,,0
100929,τ02922,τρισέωλος,a,aps---cn2-,τρισέωλος τρισέωλος τρισέωλον,,,,,0
100930,τ02923,τρισήμερος,a,aps---cn2-,τρισήμερος τρισήμερος τρισήμερον,,,,,0
100935,τ02928,τρίσκαλμος,a,aps---cn2-,τρίσκαλμος τρίσκαλμος τρίσκαλμον,,,,,0
100936,τ02929,τρισκατάπτυστος,a,aps---cn2-,τρισκατάπτυστος τρισκατάπτυστος τρισκατάπτυστον,,,,,0
100937,τ02930,τρισκατάρατος,a,aps---cn2-,τρισκατάρατος τρισκατάρατος τρισκατάρατον,,,,,0
100938,τ02931,τρισκεκορημένος,n,----------,,,,,,0
100939,τ02932,τρισκελής,a,aps---cn5s,τρισκελής τρισκελής τρισκελές,,,,,0
100940,τ02933,τρισκελίς,n,n-s---fn3d,τρισκελίδος,,,,,0
100941,τ02934,τρισκοπάνιστος,a,aps---cn2-,τρισκοπάνιστος τρισκοπάνιστος τρισκοπάνιστον,,,,,0
100942,τ02935,τρίσλοπος,a,aps---cn2-,τρίσλοπος τρίσλοπος τρίσλοπον,,,,,0
100943,τ02936,τρίσμα,n,n-s---nn3t,τρίσματος,,,,,0
100944,τ02937,τρίσμακαρ,a,aps---cn5r,τρίσμακαρ τρίσμακαρ —,,,/tríz.ma.kar/,,0
100946,τ02939,τρισμακάριστος,a,aps---mn1-,τρισμακάριστος τρισμακαρίστη τρισμακάριστον,,,,,0
100947,τ02940,τρισμακαρίτης,n,n-s---mn1e,τρισμακαρίτου,,,,,0
100948,τ02941,τρισμάκαρος,a,aps---cn2-,τρισμάκαρος τρισμάκαρος τρισμάκαρον,,,,,0
100949,τ02942,τρίσμεγας,n,----------,,,,,,0
100950,τ02943,τρισμέγιστος,a,aps---mn1-,τρισμέγιστος τρισμεγίστη τρισμέγιστον,,,,,0
100952,τ02945,τρισμύριοι,n,----------,,,,,,0
100953,τ02946,τρισμυριόπαλαι,r,----------,,,,,,0
100954,τ02947,τρισμυριοπλασίων,a,aps---cn3n,τρισμυριοπλασίων τρισμυριοπλασίων τρισμυριοπλασίον,,,,,0
100955,τ02948,τρισνέατος,a,aps---mn1-,τρισνέατος τρισνεάτη τρισνέατον,,,,,0
100956,τ02949,τρισοιζυρός,a,aps---mn1-,τρισοιζυρός τρισοιζυρά τρισοιζυρόν,,,,,0
100957,τ02950,τρισόλβιος,a,aps---cn2-,τρισόλβιος τρισόλβιος τρισόλβιον,,,,,0
100958,τ02951,τρισολυμπιονίκης,n,n-s---mn1e,τρισολυμπιονίκου,,,,,0
100959,τ02952,τρισοῦφος,a,aps---cn2-,τρισοῦφος τρισοῦφος τρισοῦφον,,,,,0
100960,τ02953,τρίσοφος,a,aps---cn2-,τρίσοφος τρίσοφος τρίσοφον,,,,,0
100961,τ02954,τρίσπαστος,a,aps---cn2-,τρίσπαστος τρίσπαστος τρίσπαστον,,,,,0
100962,τ02955,τρισπερίοδος,n,n-s---mn2-,τρισπεριόδου,,,,,0
100963,τ02956,τρίσπερμον,n,n-s---nn2-,τρισπέρμου,,,,,0
100964,τ02957,τρισπίθαμος,a,aps---cn2-,τρισπίθαμος τρισπίθαμος τρισπίθαμον,,,,,0
100965,τ02958,τρίσπονδος,a,aps---cn2-,τρίσπονδος τρίσπονδος τρίσπονδον,,,,,0
100966,τ02959,τρισπυθιονίκης,n,n-s---mn1e,τρισπυθιονίκου,,,,,0
100967,τ02960,τρισσάκις,r,----------,,,,,,0
