ε05807,ἑληθερέω,v,----------,,,,,,0
36440,ε10375,ἐπεισκομίζω,v,----------,,,,,,0
36441,ε10376,ἐπεισκρίνομαι,v,----------,,,,,,0
36442,ε10377,ἐπεισκυκλέω,v,----------,,,,,,0
36444,ε10379,ἐπεισκωμάζω,v,----------,,,,,,0
36445,ε10380,ἐπεισοδιάζω,v,----------,,,,,,0
36446,ε10381,ἐπεισόδιος,a,aps---cn2-,ἐπεισόδιος ἐπεισόδιος ἐπεισόδιον,,,,,0
36447,ε10382,ἐπεισοδιόω,v,----------,,,,,,0
36449,ε10384,ἐπείσοδος,n,----------,,,,,,0
36450,ε10385,ἐπεισπαίω,v,----------,,,,,,0
36451,ε10386,ἐπεισπέμπω,v,----------,,,,,,0
36452,ε10387,ἐπεισπηδάω,v,----------,,,,,,0
36454,ε10389,ἐπεισπίπτω,v,----------,,,,,,0
36455,ε10390,ἐπεισπλέω,v,----------,,,,,,0
36456,ε10391,ἐπεισπνέω,v,----------,,,,,,0
36457,ε10392,ἐπεισπράττω,v,----------,,,,,,0
36458,ε10393,ἐπεισρέω,v,----------,,,,,,0
36459,ε10394,ἐπεισροή,n,n-s---fn1e,ἐπεισροῆς,,,,,0
36460,ε10395,ἐπείσρυσις,n,n-s---fn3v,ἐπεισρυσέως,,,,,0
36461,ε10396,ἐπειστρέχω,v,----------,,,,,,0
36462,ε10397,ἐπεισφέρω,v,----------,,,,,,0
36464,ε10399,ἐπεισφορέω,v,----------,,,,,,0
36465,ε10400,ἐπεισφρέω,v,----------,,,,,,0
36466,ε10401,ἐπεισχέω,v,----------,,,,,,0
36467,ε10402,ἔπειτα,r,rp--------,ἔπειτα,,,/é.peː.ta/,,0
36468,ε10404,ἐπείτε,a,----------,,,,,,0
36469,ε10403,ἔπειτε,r,----------,,,,,,0
36470,ε10405,ἐπέκ,n,----------,,,,,,0
36471,ε10406,ἐπεκβαίνω,v,----------,,,,,,0
36417,ε10352,ἐπειρωτάω,v,----------,,,,,,0
36476,ε10411,ἐπεκδίδωμι,v,----------,,,,,,0
36477,ε10412,ἐπεκδιηγέομαι,v,----------,,,,,,0
36478,ε10413,ἐπεκδικέω,v,----------,,,,,,0
36480,ε10415,ἐπέκεινα,r,----------,,,,,,0
36481,ε10416,ἐπεκέκλετο,n,----------,,,,,,0
36482,ε10417,ἐπέκθεσις,n,n-s---fn3v,ἐπεκθεσέως,,,,,0
36483,ε10418,ἐπεκθέω,v,----------,,,,,,0
36484,ε10419,ἐπεκθύομαι,v,----------,,,,,,0
36485,ε10420,ἐπεκκουφίζω,v,----------,,,,,,0
36486,ε10421,ἐπέκκρισις,n,n-s---fn3v,ἐπεκκρισέως,,,,,0
36487,ε10422,ἐπεκλέγομαι,v,----------,,,,,,0
36489,ε10424,ἐπεκπλέω,v,----------,,,,,,0
36491,ε10426,ἐπεκπνέω,v,----------,,,,,,0
36492,ε10427,ἐπέκρηξις,n,n-s---fn3v,ἐπεκρηξέως,,,,,0
36493,ε10428,ἐπεκροφέω,v,----------,,,,,,0
36494,ε10429,ἐπέκρυσις,n,n-s---fn3v,ἐπεκρυσέως,,,,,0
36495,ε10430,ἐπέκτασις,n,n-s---fn3v,ἐπεκτασέως,,,,,0
36497,ε10432,ἐπεκτείνω,v,----------,,,,,,0
36498,ε10433,ἐπεκτεταμένως,r,----------,,,,,,0
36499,ε10434,ἐπεκτίνω,v,----------,,,,,,0
36500,ε10435,ἐπεκτρέχω,v,----------,,,,,,0
36501,ε10436,ἐπεκφέρω,v,----------,,,,,,0
36502,ε10437,ἐπεκφώνησις,n,n-s---fn3v,ἐπεκφωνησέως,,,,,0
36503,ε10438,ἐπεκχέω,v,----------,,,,,,0
36504,ε10439,ἐπεκχράομαι,v,----------,,,,,,0
36505,ε10440,ἐπεκχωρέω,v,----------,,,,,,0
36507,ε10442,ἐπέλασις,n,n-s---fn3v,ἐπελασέως,,,,,0
36508,ε10443,ἐπελαύνω,v,----------,,,,,,0
36510,ε10445,ἐπελαφρύνω,v,----------,,,,,,0
36511,ε10446,ἐπέλδομαι,v,----------,,,,,,0
36512,ε10447,ἐπελέγχω,v,----------,,,,,,0
36513,ε10448,ἐπελευθεριάζω,v,----------,,,,,,0
36514,ε10449,ἐπελεύθω,v,----------,,,,,,0
36517,ε10452,ἐπελήλατο,n,----------,,,,,,0
36518,ε10453,ἐπέλησε,n,----------,,,,,,0
36519,ε10454,ἐπελίσσω,v,----------,,,,,,0
36520,ε10455,ἐπέλλαβε,n,----------,,,,,,0
36521,ε10456,ἐπελλύχνιον,n,n-s---nn2-,ἐπελλυχνίου,,,,,0
36522,ε10457,ἐπελπίζω,v,----------,,,,,,0
36523,ε10458,ἐπέλπομαι,v,----------,,,,,,0
36524,ε10459,ἐπεμβαδόν,r,----------,,,,,,0
36525,ε10460,ἐπεμβαίνω,v,----------,,,,,,0
36527,ε10462,ἐπέμβασις,n,n-s---fn3v,ἐπεμβασέως,,,,,0
36528,ε10463,ἐπεμβατήρ,n,n-s---mn3r,ἐπεμβατῆρος,,,,,0
36529,ε10464,ἐπεμβάτης,n,n-s---mn1e,ἐπεμβάτου,,,,,0
36530,ε10465,ἐπεμβαφίζω,v,----------,,,,,,0
36531,ε10466,ἐπεμβλέπω,v,----------,,,,,,0
36475,ε10410,ἐπεκδιδαχή,n,n-s---fn1e,ἐπεκδιδαχῆς,,,,,0
36534,ε10469,ἐπεμβοάω,v,----------,,,,,,0
36535,ε10470,ἐπεμβολάς,n,n-s---fn3d,ἐπεμβολάδος,,,,,0
36536,ε10471,ἐπεμβολέω,v,----------,,,,,,0
36537,ε10472,ἐπεμβολή,n,n-s---fn1e,ἐπεμβολῆς,,,,,0
36539,ε10474,ἐπέμβολος,a,aps---cn2-,ἐπέμβολος ἐπέμβολος ἐπέμβολον,,,,,0
36540,ε10475,ἐπεμβρίθω,v,----------,,,,,,0
36541,ε10476,ἐπεμβριμάομαι,v,----------,,,,,,0
36543,ε10478,ἐπεμπηδάω,v,----------,,,,,,0
36544,ε10479,ἐπεμπίνω,v,----------,,,,,,0
36545,ε10480,ἐπεμπίπτω,v,----------,,,,,,0
36547,ε10482,ἐπεναρίζω,v,----------,,,,,,0
36548,ε10483,ἐπενδίδωμι,v,----------,,,,,,0
36549,ε10484,ἐπενδίημι,v,----------,,,,,,0
36550,ε10485,ἐπενδικάζω,v,----------,,,,,,0
36551,ε10486,ἐπένδυμα,n,n-s---nn3t,ἐπενδύματος,,,,,0
36552,ε10487,ἐπενδύνω,v,----------,,,,,,0
36554,ε10489,ἐπενδυτοπάλλιον,n,n-s---nn2-,ἐπενδυτοπαλλίου,,,,,0
36555,ε10490,ἐπενδύω,v,----------,,,,,,0
36556,ε10491,ἐπένεγξις,n,n-s---fn3v,ἐπενε<γ>ξέως,,,,,0
36557,ε10492,ἐπένερθε,r,----------,,,,,,0
36558,ε10493,ἐπενέχυρον,n,n-s---nn2-,ἐπενεχύρου,,,,,0
36559,ε10494,ἐπενήνεον,v,----------,,,,,,0
36561,ε10496,ἐπένθεσις,n,n-s---fn3v,ἐπενθεσέως,,,/e.pén.tʰe.sis/,,0
36563,ε10498,ἐπενθήκη,n,n-s---fn1e,ἐπενθήκης,,,,,0
36564,ε10499,ἐπενθρῴσκω,v,----------,,,,,,0
36565,ε10500,ἐπενθυμέομαι,v,----------,,,,,,0
36566,ε10501,ἐπενθύμημα,n,n-s---nn3t,ἐπενθυμήματος,,,,,0
36568,ε10503,ἐπενίημι,v,----------,,,,,,0
36569,ε10504,ἐπέννατος,n,----------,,,,,,0
36570,ε10505,ἐπεννεακαιδέκατος,n,----------,,,,,,0
36571,ε10506,ἐπεννέπω,v,----------,,,,,,0
36572,ε10507,ἐπεννοέω,v,----------,,,,,,0
36573,ε10508,ἐπένποι,a,----------,,,,,,0
36574,ε10509,ἐπενσαλεύω,v,----------,,,,,,0
36575,ε10510,ἐπενσείω,v,----------,,,,,,0
36576,ε10511,ἐπεντανύω,v,----------,,,,,,0
36578,ε10514,ἐπεντείνω,v,----------,,,,,,0
36579,ε10515,ἐπεντέλλω,v,----------,,,,,,0
36580,ε10513,ἐπεντεῦθεν,r,----------,,,,,,0
36581,ε10516,ἐπεντίθημι,v,----------,,,,/e.pen.tí.tʰɛː.mi/,,0
36582,ε10517,ἐπεντρίβω,v,----------,,,,,,0
36583,ε10518,ἐπεντρυφάω,v,----------,,,,,,0
36585,ε10520,ἐπεντρώματα,n,----------,,,,,,0
36586,ε10521,ἐπεντύω,v,----------,,,,,,0
36587,ε10522,ἐπεξάγω,v,----------,,,,,,0
36588,ε10523,ἐπεξαγωγή,n,n-s---fn1e,ἐπεξαγωγῆς,,,,,0
36533,ε10468,ἐπεμβλητέον,a,----------,,,,,,0
36591,ε10526,ἐπεξανίστημι,v,----------,,,,,,0
36592,ε10527,ἐπεξαπατάω,v,----------,,,,,,0
36593,ε10528,ἐπεξάπτω,v,----------,,,,,,0
36594,ε10529,ἐπεξαρκέω,v,----------,,,,,,0
36595,ε10530,ἐπεξαρτίζω,v,----------,,,,,,0
36596,ε10531,ἐπέξειμι,v,----------,,,,,,0
36597,ε10532,ἐπεξελαύνω,v,----------,,,,,,0
36599,ε10534,ἐπεξέλευσις,n,n-s---fn3v,ἐπεξελευσέως,,,,,0
36601,ε10536,ἐπεξέλκω,v,----------,,,,,,0
36602,ε10537,ἐπεξεργάζομαι,v,----------,,,,,,0
36603,ε10538,ἐπεξεργασία,n,n-s---fn1l,ἐπεξεργασίας,,,,,0
36605,ε10540,ἐπεξέρπω,v,----------,,,,,,0
36606,ε10541,ἐπεξέρχομαι,v,----------,,,,,,0
36607,ε10542,ἐπεξετάζω,v,----------,,,,,,0
36608,ε10543,ἐπεξέτασις,n,n-s---fn3v,ἐπεξετασέως,,,,,0
36609,ε10544,ἐπεξευρίσκω,v,----------,,,,,,0
36610,ε10545,ἐπεξηγέομαι,v,----------,,,,/e.pek.sɛː.ɡé.o.mai̯/,,0
36612,ε10547,ἐπεξήγησις,n,n-s---fn3v,ἐπεξηγησέως,,,/e.pek.sɛ̌ː.ɡɛː.sis/,,0
36613,ε10555,ἐπεξῆς,n,----------,,,,,,0
36614,ε10548,ἐπεξιακχάξω,v,----------,,,,,,0
36616,ε10550,ἐπέξοδος,n,----------,,,,,,0
36617,ε10551,ἐπεξοιωνίζομαι,v,----------,,,,,,0
36618,ε10552,ἐπεξορκίζω,v,----------,,,,,,0
36619,ε10553,ἐπεξορύσσω,v,----------,,,,,,0
36620,ε10554,ἐπεξουσιαστής,n,----------,,,,,,0
36621,ε10556,ἐπέοικα,v,----------,,,,,,0
36622,ε10557,ἐπέπιθμεν,n,----------,,,,,,0
36623,ε10558,ἐπέπλως,n,----------,,,,,,0
36624,ε10559,ἐπεποίθει,n,----------,,,,,,0
36625,ε10561,ἐπεπόνθει,n,----------,,,,,,0
36626,ε10562,ἐπέπταρε,n,----------,,,,,,0
36627,ε10563,ἐπέπτατο,n,----------,,,,,,0
36628,ε10564,ἐπέπω,v,----------,,,,,,0
36630,ε10566,ἔπεργα,n,----------,,,,,,0
36631,ε10567,ἐπεργάζομαι,v,----------,,,,,,0
36632,ε10568,ἐπεργασία,n,n-s---fn1l,ἐπεργασίας,,,,,0
36633,ε10569,ἐπεργαστικός,n,----------,,,,,,0
36634,ε10570,ἔπεργος,n,n-s---mn2-,ἐπέργου,,,,,0
36635,ε10571,ἐπερεθίζω,v,----------,,,,,,0
36636,ε10572,ἐπερεθισμός,n,----------,,,,,,0
36637,ε10573,ἐπερείδω,v,----------,,,,,,0
36639,ε10575,ἐπέρεισμα,n,n-s---nn3t,ἐπερείσματος,,,,,0
36640,ε10576,ἐπερεισμός,n,----------,,,,,,0
36641,ε10577,ἐπερειστικός,a,aps---mn1-,ἐπερειστικός ἐπερειστική ἐπερειστικόν,,,,,0
36642,ε10578,ἐπερέομαι,v,----------,,,,,,0
36643,ε10579,ἐπερεύγομαι,v,----------,,,,,,0
36590,ε10525,ἐπεξαμαρτητέον,a,----------,,,,,,0
36647,ε10583,ἐπερύω,v,----------,,,,,,0
36648,ε10584,ἐπέρχομαι,v,----------,,,,,,0
36649,ε10585,ἐπερωτάω,v,----------,,,,/e.pe.rɔː.tá.ɔː/,,0
36650,ε10586,ἐπερώτημα,n,n-s---nn3t,ἐπερωτήματος,,,,,0
36651,ε10587,ἐπερώτησις,n,n-s---fn3v,ἐπερωτησέως,,,,,0
36652,ε10588,ἐπερωτητής,n,n-s---mn1e,ἐπερωτητού,,,,,0
36653,ε10589,ἐπές,r,----------,,,,,,0
36654,ε10590,ἔπεσα,n,----------,,,,,,0
36655,ε10591,ἔπεσαν,n,----------,,,,,,0
36656,ε10592,ἐπεσβολέω,v,----------,,,,,,0
36657,ε10593,ἐπεσβολία,n,n-s---fn1l,ἐπεσβολίας,,,,,0
36658,ε10594,ἐπεσβόλος,a,aps---cn2-,ἐπεσβόλος ἐπεσβόλος ἐπεσβόλον,,,,,0
36659,ε10595,ἐπεσθίω,v,----------,,,,,,0
36660,ε10596,ἐπέσθω,v,----------,,,,,,0
36661,ε10597,ἐπεσκεμμένως,r,----------,,,,,,0
36663,ε10599,ἐπεσπευσμένως,n,----------,,,,,,0
36664,ε10600,ἐπεσσυμένως,r,----------,,,,,,0
36665,ε10601,ἐπεστεῖσαι,n,----------,,,,,,0
36666,ε10602,ἐπεστεώς,n,----------,,,,,,0
36669,ε10605,ἐπεσχάρωσις,n,n-s---fn3v,ἐπεσχαρωσέως,,,,,0
36671,ε10607,ἐπετειόκαυλος,a,aps---cn2-,ἐπετειόκαυλος ἐπετειόκαυλος ἐπετειόκαυλον,,,,,0
36672,ε10608,ἐπέτειος,a,aps---cn2-,ἐπέτειος ἐπέτειος ἐπέτειον,,,,,0
36673,ε10609,ἐπετειοφορέω,v,----------,,,,,,0
36675,ε10611,ἐπετειόφυλλος,a,aps---cn2-,ἐπετειόφυλλος ἐπετειόφυλλος ἐπετειόφυλλον,,,,,0
36676,ε10612,ἐπέτεος,n,----------,,,,,,0
36677,ε10613,ἑπέτης,n,n-s---mn1e,ἑπέτου,,,,,0
36678,ε10614,ἐπετήσιος,a,aps---cn2-,ἐπετήσιος ἐπετήσιος ἐπετήσιον,,,,,0
36679,ε10615,ἐπετίνη,n,n-s---fn1e,ἐπετίνης,,,,,0
36680,ε10616,ἐπετινός,a,aps---mn1-,ἐπετινός ἐπετινή ἐπετινόν,,,,,0
36681,ε10617,ἔπετον,n,----------,,,,,,0
36682,ε10618,ἐπέτοσσε,v,----------,,,,,,0
36683,ε10619,ἐπεύαδε,n,----------,,,,,,0
36684,ε10620,ἐπευάζω,v,----------,,,,,,0
36686,ε10622,ἐπευθυμέω,v,----------,,,,,,0
36687,ε10623,ἐπευθύνω,v,----------,,,,,,0
36688,ε10624,ἐπευκλεί̈ζω,v,----------,,,,,,0
36690,ε10626,ἐπευκτός,a,aps---mn1-,ἐπευκτός ἐπευκτή ἐπευκτόν,,,,,0
36691,ε10627,ἐπευλαβέομαι,v,----------,,,,,,0
36692,ε10628,ἐπευλογέω,v,----------,,,,,,0
36693,ε10629,ἐπευνάζω,v,----------,,,,,,0
36694,ε10630,ἐπεύνακτοι,n,----------,,,,,,0
36695,ε10631,ἐπευσχημονέω,v,----------,,,,,,0
36696,ε10632,ἐπευφημέω,v,----------,,,,,,0
36697,ε10633,ἐπευφημίζομαι,v,----------,,,,,,0
36698,ε10634,ἐπευφημισμός,n,----------,,,,,,0
36645,ε10581,ἐπέρομαι,v,----------,,,,,,0
36701,ε10637,ἐπευχάδιος,a,aps---cn2-,ἐπευχάδιος ἐπευχάδιος ἐπευχάδιον,,,,,0
36702,ε10638,ἐπευχή,n,----------,,,,,,0
36703,ε10639,ἐπεύχιον,n,n-s---nn2-,ἐπευχίου,,,,,0
36704,ε10640,ἐπεύχομαι,v,----------,,,,,,0
36705,ε10641,ἐπευωνίζω,v,----------,,,,,,0
36707,ε10643,ἐπευωχέομαι,v,----------,,,,,,0
36708,ε10644,ἐπέφαντο,n,----------,,,,,,0
36709,ε10646,ἐπεφόρβει,n,----------,,,,,,0
36710,ε10647,ἐπέφραδον,n,----------,,,,,,0
36711,ε10648,ἐπέφυκον,n,----------,,,,,,0
36712,ε10649,ἐπεχές,r,----------,,,,,,0
36713,ε10650,ἐπέχυντο,n,----------,,,,,,0
36715,ε10653,ἐπηβάω,v,----------,,,,,,0
36717,ε10655,ἐπηβολία,n,n-s---fn1l,ἐπηβολίας,,,,,0
36718,ε10656,ἐπήβολος,a,aps---cn2-,ἐπήβολος ἐπήβολος ἐπήβολον,,,,,0
36719,ε10657,ἐπηγκενίδες,n,n-p---fn1l,ἐπηγκενιδῶν,,,,,0
36720,ε10658,ἐπηγορεύω,v,----------,,,,,,0
36721,ε10659,ἐπηγορέων,n,----------,,,,,,0
36724,ε10662,ἐπηετανός,a,----------,,,,,,0
36725,ε10663,ἐπήκοος,a,aps---cn2-,ἐπήκοος ἐπήκοος ἐπήκοον,,,,,0
36726,ε10664,ἔπηλις,n,n-s---fn3d,ἐπήλιδος,,,,,0
36727,ε10665,ἐπηλλαγμένως,r,----------,,,,,,0
36728,ε10666,ἐπηλυγάζω,v,----------,,,,,,0
36730,ε10668,ἐπηλυγισμός,n,----------,,,,,,0
36731,ε13503,ἐπῆλυξ,n,----------,,,,,,0
36732,ε10669,ἔπηλυς,n,----------,,,,,,0
36733,ε10670,ἐπηλυσία,n,n-s---fn1l,ἐπηλυσίας,,,,,0
36734,ε10671,ἐπήλυσις,n,n-s---fn3v,ἐπηλυσέως,,,,,0
36735,ε10672,ἐπηλύτης,n,n-s---mn1e,ἐπηλύτου,,,,,0
36736,ε10673,ἐπημάτιος,a,aps---mn1-,ἐπημάτιος ἐπηματίη ἐπημάτιον,,,,,0
36737,ε10674,ἐπημοιβός,a,----------,,,,,,0
36738,ε10675,ἐπημύω,v,----------,,,,,,0
36739,ε10676,ἐπηνέμιος,a,aps---cn2-,ἐπηνέμιος ἐπηνέμιος ἐπηνέμιον,,,,,0
36740,ε10677,ἐπηνύγματα,n,----------,,,,,,0
36742,ε10678,ἐπήορος,a,aps---cn2-,ἐπήορος ἐπήορος ἐπήορον,,,,,0
36743,ε10680,ἐπηπύω,v,----------,,,,,,0
36744,ε10681,ἐπήρανος,n,----------,,,,,,0
36745,ε10682,ἐπηρασία,n,n-s---fn1l,ἐπηρασίας,,,,,0
36747,ε10684,ἐπηρεάζω,v,----------,,,,,,0
36748,ε10685,ἐπηρεασμός,n,----------,,,,,,0
36749,ε10686,ἐπηρεαστής,n,n-s---mn1e,ἐπηρεαστού,,,,,0
36750,ε10687,ἐπηρεαστικός,a,aps---mn1-,ἐπηρεαστικός ἐπηρεαστική ἐπηρεαστικόν,,,,,0
36751,ε10688,ἐπήρεια,n,n-s---fn1s,ἐπήρειας,,,,,0
36752,ε10689,ἐπηρεμέω,v,----------,,,,,,0
36753,ε10690,ἐπηρέμησις,n,n-s---fn3v,ἐπηρεμησέως,,,,,0
36700,ε10636,ἐπευφρατίδιος,a,aps---cn2-,ἐπευφρατίδιος ἐπευφρατίδιος ἐπευφρατίδιον,,,,,0
36756,ε10693,ἐπήρης,a,aps---cn3s,ἐπήρης ἐπήρης ἐπή͂ρες,,,,,0
36757,ε10694,ἐπήριστος,a,aps---cn2-,ἐπήριστος ἐπήριστος ἐπήριστον,,,,,0
36758,ε13679,ἐπῆρσε,n,----------,,,,,,0
36759,ε10696,ἐπησθεῖεν,n,----------,,,,,,0
36760,ε10697,ἐπησυχάζω,v,----------,,,,,,0
36761,ε10698,ἐπητανός,n,----------,,,,,,0
36762,ε10699,ἐπήτεια,n,n-s---fn1s,ἐπήτειας,,,,,0
36763,ε10700,ἐπητής,n,n-s---mn1e,ἐπητού,,,,,0
36766,ε10703,ἐπητύς,n,n-s---fn3v,ἐπητύος,,,,,0
36767,ε10695,ἐπηῦρον,n,----------,,,,,,0
36768,ε10704,ἐπηχέω,v,----------,,,,,,0
36769,ε10705,ἐπήχησις,n,n-s---fn3v,ἐπηχησέως,,,,,0
36770,ε10679,ἐπηῷος,a,aps---cn2-,ἐπηῷος ἐπηῷος ἐπηῷον,,,,,0
36772,ε10707,ἐπιάλλομαι,v,----------,,,,,,0
36773,ε10708,ἐπιάλλω,v,----------,,,,,,0
36774,ε10709,ἐπίαλος,n,----------,,,,,,0
36775,ε10710,ἐπιάλτης,n,n-s---mn1e,ἐπιάλτου,,,,,0
36776,ε10711,ἐπιανδάνω,v,----------,,,,,,0
36778,ε10713,ἐπίαρον,n,n-s---nn2-,ἐπιάρου,,,,,0
36779,ε10714,ἐπιαύω,v,----------,,,,,,0
36780,ε10715,ἐπιάχω,v,----------,,,,,,0
36781,ε10716,ἐπιβάδαι,n,----------,,,,,,0
36782,ε10717,ἐπιβάθρα,n,n-s---fn1l,ἐπιβάθρας,,,,,0
36783,ε10718,ἐπίβαθρον,n,n-s---nn2-,ἐπιβάθρου,,,,,0
36784,ε10719,ἐπιβαίνω,v,----------,,,,,,0
36786,ε10721,ἐπιβάλλον,n,n-s---nn2-,ἐπιβάλλου,,,/e.pi.bál.lon/,,0
36787,ε10722,ἐπιβάλλω,v,----------,,,,,,0
36789,ε10724,ἐπιβαπτίζω,v,----------,,,,,,0
36790,ε10725,ἐπίβαπτος,a,aps---cn2-,ἐπίβαπτος ἐπίβαπτος ἐπίβαπτον,,,,,0
36791,ε10726,ἐπιβάπτω,v,----------,,,,,,0
36792,ε10727,ἐπιβάρεσις,n,----------,,,,,,0
36793,ε10728,ἐπιβαρέω,v,----------,,,,,,0
36795,ε10730,ἐπιβάρησις,n,n-s---fn3v,ἐπιβαρησέως,,,,,0
36796,ε10731,ἐπιβαρύνω,v,----------,,,,,,0
36797,ε10732,ἐπίβαρυς,a,----------,,,,,,0
36798,ε10733,ἐπιβασία,n,n-s---fn1l,ἐπιβασίας,,,,,0
36799,ε10734,ἐπίβασις,n,n-s---fn3v,ἐπιβασέως,,,,,0
36800,ε10735,ἐπιβάσκω,v,----------,,,,,,0
36801,ε10736,ἐπιβαστάζω,v,----------,,,,,,0
36802,ε10737,ἐπιβατέον,a,----------,,,,,,0
36803,ε10738,ἐπιβατεύω,v,----------,,,,,,0
36804,ε10739,ἐπιβατηγός,n,----------,,,,,,0
36807,ε10742,ἐπιβατικός,a,aps---mn1-,ἐπιβατικός ἐπιβατική ἐπιβατικόν,,,,,0
36808,ε10743,ἐπιβατόριος,a,----------,,,,,,0
36809,ε10744,ἐπιβατός,a,aps---mn1-,ἐπιβατός ἐπιβατή ἐπιβατόν,,,,,0
36810,ε10745,ἐπιβάφια,n,n-p---nn2-,ἐπιβαφίων,,,,,0
36755,ε10692,ἐπηρεφής,a,aps---cn5s,ἐπηρεφής ἐπηρεφής ἐπηρεφές,,,,,0
36814,ε10749,ἐπιβεβαίωσις,n,n-s---fn3v,ἐπιβεβαιωσέως,,,,,0
36815,ε10750,ἐπιβελτίωσις,n,n-s---fn3v,ἐπιβελτιωσέως,,,,,0
36816,,Ἐπιβήμιος,n,n-s---mn2-,Ἐπιβημίου,,,,,0
36817,ε10751,ἐπιβήτης,n,n-s---mn1e,ἐπιβήτου,,,,,0
36818,ε10752,ἐπιβήτωρ,n,n-s---mn3r,ἐπιβήτορος,,,,,0
36819,ε10753,ἐπιβιάζομαι,v,----------,,,,,,0
36821,ε10755,ἐπιβιβάζω,v,----------,,,,,,0
36822,ε10756,ἐπιβιβάσκω,v,----------,,,,,,0
