,ἐπιτετραμερής,a,aps---cn5s,ἐπιτετραμερής ἐπιτετραμερής ἐπιτετραμερές,,,,,0
41830,ε01669,εὐθύρινος,a,aps---cn2-,εὐθύρινος εὐθύρινος εὐθύρινον,,,,,0
41831,ε01670,εὐθυρρημονέω,v,----------,,,,,,0
41833,ε01672,εὐθυρρήμων,a,aps---cn3n,εὐθυρρήμων εὐθυρρήμων εὐθυρρήμον,,,,,0
41834,ε01673,εὐθύρριζος,a,aps---cn2-,εὐθύρριζος εὐθύρριζος εὐθύρριζον,,,,,0
41835,ε01674,εὐθύρριν,n,n-s---mn3n,εὐθύρρινος,,,,,0
41836,ε01675,εὔθυρσος,a,aps---cn2-,εὔθυρσος εὔθυρσος εὔθυρσον,,,,,0
41837,ε01676,εὐθύς,a,aps---mn4u,,,,/eu̯.tʰýs/,,0
41838,ε01678,εὐθύσανος,n,----------,,,,,,0
41839,ε01679,εὐθυσία,n,n-s---fn1l,εὐθυσίας,,,,,0
41841,ε01681,εὐθυσκοπέω,v,----------,,,,,,0
41842,ε01682,εὐθυσκόπος,a,aps---cn2-,εὐθυσκόπος εὐθυσκόπος εὐθυσκόπον,,,,,0
41843,ε01683,εὐθυσμός,n,----------,,,,,,0
42277,ε02325,εὐνοέω,v,----------,,,,,,0
41798,ε01636,εὐθυμετρία,n,n-s---fn1l,εὐθυμετρίας,,,,,0
41846,ε01686,εὐθύτης,n,----------,,,,,,0
41847,ε01687,εὐθυτοκία,n,n-s---fn1l,εὐθυτοκίας,,,,,0
41848,ε01688,εὐθυτομέω,v,----------,,,,,,0
41850,ε01690,εὐθύτονος,a,aps---cn2-,εὐθύτονος εὐθύτονος εὐθύτονον,,,,,0
41851,ε01691,εὐθυτράχηλος,a,----------,,,,,,0
41853,ε01693,εὐθύτρητος,a,aps---cn2-,εὐθύτρητος εὐθύτρητος εὐθύτρητον,,,,,0
41854,ε01694,εὐθύτριχος,a,aps---cn2-,εὐθύτριχος εὐθύτριχος εὐθύτριχον,,,,,0
41855,ε01695,εὐθύτρυπος,a,aps---cn2-,εὐθύτρυπος εὐθύτρυπος εὐθύτρυπον,,,,,0
41857,ε01697,εὐθύφλοιος,a,aps---cn2-,εὐθύφλοιος εὐθύφλοιος εὐθύφλοιον,,,,,0
41858,ε01698,εὐθυφορέομαι,v,----------,,,,,,0
41859,ε01699,εὐθυφορία,n,n-s---fn1l,εὐθυφορίας,,,,,0
41860,ε01700,εὐθύφρων,a,aps---cn3n,εὐθύφρων εὐθύφρων εὐθύφρον,,,,,0
41861,ε01701,εὐθυφυής,a,aps---cn5s,εὐθυφυής εὐθυφυής εὐθυφυές,,,,,0
41862,ε01702,εὐθύχαλκος,a,aps---cn2-,εὐθύχαλκος εὐθύχαλκος εὐθύχαλκον,,,,,0
41863,ε01654,εὐθυῶνυξ,n,----------,,,,,,0
41864,ε01703,εὐθυωρέω,v,----------,,,,,,0
41865,ε01704,εὐθυωρία,n,n-s---fn1l,εὐθυωρίας,,,,,0
41866,ε01705,εὐθύωρος,a,aps---cn2-,εὐθύωρος εὐθύωρος εὐθύωρον,,,,,0
41867,ε01706,εὐθώρηξ,n,----------,,,,,,0
41868,ε01708,εὐιάζω,v,----------,,,,,,0
41870,ε01710,εὐίατος,a,aps---cn2-,εὐίατος εὐίατος εὐίατον,,,,,0
41871,ε01711,εὔιδε,n,----------,,,,,,0
41872,ε01712,εὐίδρως,n,n-s---cn3d,εὐίδρωτος,,,,,0
41873,ε01713,εὐιερία,n,n-s---fn1l,εὐιερίας,,,,,0
41875,ε01715,εὐικέτευτος,a,aps---cn2-,εὐικέτευτος εὐικέτευτος εὐικέτευτον,,,,,0
41876,ε01716,εὐιλάσιμος,a,aps---cn2-,εὐιλάσιμος εὐιλάσιμος εὐιλάσιμον,,,,,0
41877,ε01717,εὐίλατος,a,----------,,,,,,0
41878,ε01718,εὔινος,a,aps---cn2-,εὔινος εὔινος εὔινον,,,,,0
41879,,Εὔιος,n,n-s---mn2-,Εὐίου,,,,,0
41880,ε01719,εὔιππος,a,aps---cn2-,εὔιππος εὔιππος εὔιππον,,,,,0
41881,ε01723,εὔιστος,n,n-s---mn2-,εὐίστου,,,,,0
41883,ε01725,εὔιχθυς,a,aps---cn5u,εὔιχθυς εὔιχθυς εὔιχθυ,,,/eú̯.ikʰ.tʰys/,,0
41884,ε01726,εὐιώτης,n,n-s---mn1e,εὐιώτου,,,,,0
41885,ε01734,εὐκαής,a,aps---cn5s,εὐκαής εὐκαής εὐκαές,,,,,0
41886,ε01735,εὐκαθαίρετος,a,aps---cn2-,εὐκαθαίρετος εὐκαθαίρετος εὐκαθαίρετον,,,,,0
41887,ε01736,εὐκάθεδρος,a,aps---cn2-,εὐκάθεδρος εὐκάθεδρος εὐκάθεδρον,,,,,0
41888,ε01737,εὐκάθεκτος,a,aps---cn2-,εὐκάθεκτος εὐκάθεκτος εὐκάθεκτον,,,,,0
41890,ε01751,εὐκαιρέω,v,----------,,,,,,0
41891,ε01752,εὐκαιρή,n,n-s---fn1e,εὐκαιρῆς,,,,,0
41892,ε01753,εὐκαίρημα,n,n-s---nn3t,εὐκαιρήματος,,,,,0
41845,ε01685,εὐθυτενής,a,aps---cn5s,εὐθυτενής εὐθυτενής εὐθυτενές,,,,,0
41896,ε01757,εὐκαλλώπιστος,a,aps---cn2-,εὐκαλλώπιστος εὐκαλλώπιστος εὐκαλλώπιστον,,,,,0
41897,ε01758,εὔκαλος,n,----------,,,,,,0
41898,ε01759,εὐκάματος,a,----------,,,,,,0
41899,ε01760,εὐκάμπεια,n,n-s---fn1s,εὐκάμπειας,,,,,0
41900,ε01761,εὐκαμπής,a,aps---cn5s,εὐκαμπής εὐκαμπής εὐκαμπές,,,,,0
41901,ε01762,εὔκαμπος,a,----------,,,,,,0
41903,ε01764,εὐκαμψία,n,n-s---fn1l,εὐκαμψίας,,,,,0
41904,ε01766,εὐκαπής,n,----------,,,,,,0
41905,ε01767,εὐκάρδιος,a,aps---cn2-,εὐκάρδιος εὐκάρδιος εὐκάρδιον,,,,,0
41906,ε01768,εὐκάρπεια,n,n-s---fn1s,εὐκάρπειας,,,,,0
41907,ε01769,εὐκαρπέω,v,----------,,,,,,0
41909,ε01771,εὐκαρπία,n,n-s---fn1l,εὐκαρπίας,,,,,0
41910,ε01772,εὔκαρπος,a,aps---cn2-,εὔκαρπος εὔκαρπος εὔκαρπον,,,,,0
41911,ε01773,εὐκάρφωτος,a,aps---cn2-,εὐκάρφωτος εὐκάρφωτος εὐκάρφωτον,,,,,0
41913,ε01806,εὐκαταρέλαστος,a,aps---cn2-,εὐκαταρέλαστος εὐκαταρέλαστος εὐκαταρέλαστον,,,,,0
41914,ε01784,εὐκατάγνωστος,a,aps---cn2-,εὐκατάγνωστος εὐκατάγνωστος εὐκατάγνωστον,,,,,0
41915,ε01785,εὐκατάγωγος,a,----------,,,,,,0
41916,ε01786,εὐκαταγώνιστος,a,aps---cn2-,εὐκαταγώνιστος εὐκαταγώνιστος εὐκαταγώνιστον,,,,,0
41917,ε01787,εὐκατάκαυστος,a,aps---cn2-,εὐκατάκαυστος εὐκατάκαυστος εὐκατάκαυστον,,,,,0
41918,ε01788,εὐκατάκλαστος,a,aps---cn2-,εὐκατάκλαστος εὐκατάκλαστος εὐκατάκλαστον,,,,,0
41920,ε01790,εὐκατακράτητος,v,----------,,,,,,0
41921,ε01791,εὐκάτακτος,a,aps---cn2-,εὐκάτακτος εὐκάτακτος εὐκάτακτον,,,,,0
41922,ε01792,εὐκατάληκτος,a,aps---cn2-,εὐκατάληκτος εὐκατάληκτος εὐκατάληκτον,,,,,0
41924,ε01794,εὐκατάλλακτος,a,aps---cn2-,εὐκατάλλακτος εὐκατάλλακτος εὐκατάλλακτον,,,,,0
41925,ε01795,εὐκατάλυτος,a,aps---cn2-,εὐκατάλυτος εὐκατάλυτος εὐκατάλυτον,,,,,0
41926,ε01796,εὐκαταμάθητος,a,----------,,,,,,0
41927,ε01797,εὐκατάμικτος,n,----------,,,,,,0
41928,ε01798,εὐκατανόητος,a,aps---cn2-,εὐκατανόητος εὐκατανόητος εὐκατανόητον,,,,,0
41929,ε01799,εὐκαταπάλαιστος,v,----------,,,,,,0
41930,ε01800,εὐκατάπαυστος,a,aps---cn2-,εὐκατάπαυστος εὐκατάπαυστος εὐκατάπαυστον,,,,,0
41931,ε01801,εὐκατάπληκτος,a,aps---cn2-,εὐκατάπληκτος εὐκατάπληκτος εὐκατάπληκτον,,,,,0
41932,ε01802,εὐκατάποτος,a,aps---cn2-,εὐκατάποτος εὐκατάποτος εὐκατάποτον,,,,,0
41934,ε01804,εὐκαταπράϋντος,a,----------,,,,,,0
41935,ε01805,εὐκατάπρηστος,a,aps---cn2-,εὐκατάπρηστος εὐκατάπρηστος εὐκατάπρηστον,,,,,0
41936,ε01807,εὐκαταρίθμητος,a,aps---cn2-,εὐκαταρίθμητος εὐκαταρίθμητος εὐκαταρίθμητον,,,,,0
41895,ε01756,εὐκάκωτος,a,----------,,,,,,0
41940,ε01811,εὐκατάστατος,a,aps---cn2-,εὐκατάστατος εὐκατάστατος εὐκατάστατον,,,,,0
41941,ε01812,εὐκατάστροφος,a,aps---cn2-,εὐκατάστροφος εὐκατάστροφος εὐκατάστροφον,,,,,0
41942,ε01813,εὐκατάσχετος,a,aps---cn2-,εὐκατάσχετος εὐκατάσχετος εὐκατάσχετον,,,,,0
41943,ε01814,εὐκατάτακτος,a,aps---cn2-,εὐκατάτακτος εὐκατάτακτος εὐκατάτακτον,,,,,0
41945,ε01816,εὐκαταφερής,a,aps---cn5s,εὐκαταφερής εὐκαταφερής εὐκαταφερές,,,,,0
41946,ε01817,εὐκατάφθορος,n,----------,,,,,,0
41947,ε01818,εὐκαταφορία,n,n-s---fn1l,εὐκαταφορίας,,,,,0
41948,ε01819,εὐκατάφορος,a,aps---cn2-,εὐκατάφορος εὐκατάφορος εὐκατάφορον,,,,,0
41949,ε01820,εὐκαταφρόνητος,a,aps---cn2-,εὐκαταφρόνητος εὐκαταφρόνητος εὐκαταφρόνητον,,,,,0
41950,ε01821,εὐκαταφρόντιστος,a,aps---cn2-,εὐκαταφρόντιστος εὐκαταφρόντιστος εὐκαταφρόντιστον,,,,,0
41951,ε01822,εὐκατάψευστος,a,aps---cn2-,εὐκατάψευστος εὐκατάψευστος εὐκατάψευστον,,,,,0
41952,ε01823,εὐκατέργαστος,a,aps---cn2-,εὐκατέργαστος εὐκατέργαστος εὐκατέργαστον,,,,,0
41953,ε01824,εὐκατηγόρητος,a,aps---cn2-,εὐκατηγόρητος εὐκατηγόρητος εὐκατηγόρητον,,,,,0
41954,ε01827,εὐκατοίκητος,a,aps---cn2-,εὐκατοίκητος εὐκατοίκητος εὐκατοίκητον,,,,,0
41955,ε01828,εὐκάτοπτος,a,aps---cn2-,εὐκάτοπτος εὐκάτοπτος εὐκάτοπτον,,,,,0
41957,ε01830,εὔκαυστος,a,aps---cn2-,εὔκαυστος εὔκαυστος εὔκαυστον,,,,,0
41958,ε01826,εὐκάτκαυτος,n,----------,,,,,,0
41959,ε01831,εὐκέαστος,a,aps---cn2-,εὐκέαστος εὐκέαστος εὐκέαστον,,,,,0
41960,ε01832,εὐκέατος,a,aps---cn2-,εὐκέατος εὐκέατος εὐκέατον,,,,,0
41961,ε01833,εὐκέλαδος,a,aps---cn2-,εὐκέλαδος εὐκέλαδος εὐκέλαδον,,,,,0
41962,ε01839,εὔκεντρος,a,aps---cn2-,εὔκεντρος εὔκεντρος εὔκεντρον,,,,,0
41963,ε01840,εὐκένωτος,a,aps---cn2-,εὐκένωτος εὐκένωτος εὐκένωτον,,,,,0
41964,ε01841,εὐκεράϊστος,r,----------,,,,,,0
41965,ε01842,εὐκέραος,a,aps---cn2-,εὐκέραος εὐκέραος εὐκέραον,,,,,0
41966,ε01843,εὐκερασία,n,n-s---fn1l,εὐκερασίας,,,,,0
41967,ε01844,εὐκέραστος,a,aps---cn2-,εὐκέραστος εὐκέραστος εὐκέραστον,,,,,0
41968,ε14934,ἐϋκερδής,a,aps---cn5s,ἐϋκερδής ἐϋκερδής ἐϋκερδές,,,,,0
41969,ε01845,εὐκερματέω,v,----------,,,,,,0
41970,ε01846,εὔκερως,n,----------,,,,,,0
41972,ε01848,εὐκηλήτειρα,n,n-s---fn1s,εὐκηλήτειρας,,,,,0
41973,ε01849,εὐκηλία,n,n-s---fn1l,εὐκηλίας,,,,,0
41974,ε01850,εὔκηλος,a,----------,,,,,,0
41975,ε01851,εὔκηλος,a,aps---cn2-,εὔκηλος εὔκηλος εὔκηλον,,,,,0
41977,ε01853,εὐκινησία,n,n-s---fn1l,εὐκινησίας,,,/eu̯.kiː.nɛː.sí.aː/,,0
41978,ε01854,εὐκίνητος,a,aps---cn2-,εὐκίνητος εὐκίνητος εὐκίνητον,,,,,0
41938,ε01809,εὐκατάσκεπτος,a,aps---cn2-,εὐκατάσκεπτος εὐκατάσκεπτος εὐκατάσκεπτον,,,,,0
41981,ε01857,εὔκλαδος,a,aps---cn2-,εὔκλαδος εὔκλαδος εὔκλαδον,,,,,0
41983,ε01859,εὐκλεής,a,aps---cn5s,εὐκλεής εὐκλεής εὐκλεές,,,,,0
41984,ε01860,εὔκλεια,n,----------,,,,,,0
41985,ε01861,εὐκλεί̈ζω,v,----------,,,,,,0
41986,ε14935,ἐϋκλειής,r,----------,,,,,,0
41988,ε01863,εὔκλειστος,a,aps---cn2-,εὔκλειστος εὔκλειστος εὔκλειστον,,,,,0
41989,ε14936,ἐϋκλήϊς,n,----------,,,,,,0
41990,ε01864,εὐκληματέω,v,----------,,,,,,0
41991,ε01865,εὐκληρέω,v,----------,,,,,,0
41992,ε01866,εὐκλήρημα,n,n-s---nn3t,εὐκληρήματος,,,,,0
41993,ε01867,εὐκληρία,n,n-s---fn1l,εὐκληρίας,,,,,0
41994,ε01868,εὔκληρος,a,aps---cn2-,εὔκληρος εὔκληρος εὔκληρον,,,,,0
41996,ε14937,ἐύ̈κλωστος,a,aps---cn2-,ἐύ̈κλωστος ἐύ̈κλωστος ἐύ̈κλωστον,,,,,0
41997,ε14938,ἐϋκνήμις,n,----------,,,,,,0
41998,ε01870,εὔκνημος,a,aps---cn2-,εὔκνημος εὔκνημος εὔκνημον,,,,,0
41999,ε01871,εὔκνιστος,a,aps---cn2-,εὔκνιστος εὔκνιστος εὔκνιστον,,,,,0
42000,ε01874,εὐκοίλιος,a,aps---cn2-,εὐκοίλιος εὐκοίλιος εὐκοίλιον,,,,,0
42001,ε01875,εὐκοινόμητις,n,----------,,,,,,0
42002,ε01876,εὐκοινωνησία,n,n-s---fn1l,εὐκοινωνησίας,,,,,0
42004,ε01878,εὐκολία,n,n-s---fn1l,εὐκολίας,,,,,0
42005,,Εὐκολίνη,n,n-s---fn1e,Εὐκολίνης,,,,,0
42007,ε01880,εὔκολλος,a,aps---cn2-,εὔκολλος εὔκολλος εὔκολλον,,,,,0
42008,ε01881,εὔκολος,a,aps---cn2-,εὔκολος εὔκολος εὔκολον,,,,,0
42009,ε01882,εὔκολπος,a,aps---cn2-,εὔκολπος εὔκολπος εὔκολπον,,,,,0
42010,ε01883,εὐκόλυμβος,a,aps---cn2-,εὐκόλυμβος εὐκόλυμβος εὐκόλυμβον,,,,,0
42011,ε01884,εὐκόμης,n,----------,,,,,,0
42012,ε01885,εὐκομιδής,a,aps---cn5s,εὐκομιδής εὐκομιδής εὐκομιδές,,,,,0
42013,ε01886,εὐκόμιστος,a,aps---cn2-,εὐκόμιστος εὐκόμιστος εὐκόμιστον,,,,,0
42014,ε01887,εὔκομος,a,aps---cn2-,εὔκομος εὔκομος εὔκομον,,,,,0
42015,ε01888,εὔκομπος,a,aps---cn2-,εὔκομπος εὔκομπος εὔκομπον,,,,,0
42016,ε01906,εὔκονος,n,n-s---mn2-,εὐκόνου,,,,,0
42017,ε01909,εὐκοπέω,v,----------,,,,,,0
42018,ε01910,εὐκοπία,n,n-s---fn1l,εὐκοπίας,,,,,0
42019,ε01911,εὔκοπος,a,aps---cn2-,εὔκοπος εὔκοπος εὔκοπον,,,,,0
42021,ε01913,εὐκόρυφος,a,aps---cn2-,εὐκόρυφος εὐκόρυφος εὐκόρυφον,,,,,0
42022,ε01967,εὐκοσμέω,v,----------,,,,,,0
42023,ε01968,εὐκόσμητος,a,aps---cn2-,εὐκόσμητος εὐκόσμητος εὐκόσμητον,,,,,0
42024,ε01969,εὐκοσμία,n,n-s---fn1l,εὐκοσμίας,,,,,0
42025,ε01970,εὐκοσμίως,r,----------,,,,,,0
42026,ε01971,εὔκοσμος,a,aps---cn2-,εὔκοσμος εὔκοσμος εὔκοσμον,,,,,0
42027,ε01988,εὔκουρος,a,aps---cn2-,εὔκουρος εὔκουρος εὔκουρον,,,,,0
41980,ε01856,εὐκίων,a,aps---cn3n,εὐκίων εὐκίων εὐκίον,,,,,0
42031,ε01992,εὐκραής,a,aps---cn5s,εὐκραής εὐκραής εὐκραές,,,,,0
42032,ε01993,εὐκραίρης,n,n-s---mn3d,εὐκραίρητος,,,,,0
42033,ε01994,εὔκραιρος,a,aps---cn2-,εὔκραιρος εὔκραιρος εὔκραιρον,,aps---mn1-=εὔκραιρος aps---fn1-=εὔκραιρα aps---nn1-=εὔκραιρον,,,0
42034,ε01995,εὐκράς,n,----------,,,,,,0
42035,ε01996,εὐκράς,n,n-s---mn3d,εὐκρᾶτος,,,,,0
42036,ε01997,εὐκρασία,n,n-s---fn1l,εὐκρασίας,,,,,0
42037,ε01998,εὐκρατόμελι,n,n-s---nn3d,εὐκρατομέλιτος,,,,,0
42038,ε01999,εὐκρατοποσία,n,n-s---fn1l,εὐκρατοποσίας,,,,,0
42039,ε02000,εὔκρατος,a,aps---cn2-,εὔκρατος εὔκρατος εὔκρατον,,,,,0
42040,ε02001,εὐκρατόω,v,----------,,,,,,0
42041,ε02002,εὐκρατῶς,r,----------,,,,,,0
42044,ε04997,ἐὐ̈κρημνος,a,aps---cn2-,ἐὐ̈κρημνος ἐὐ̈κρημνος ἐὐ̈κρημνον,,,,,0
42045,ε02004,εὔκρηνος,a,aps---cn2-,εὔκρηνος εὔκρηνος εὔκρηνον,,,,,0
42046,ε14940,ἐϋκρήπις,n,----------,,,,,,0
42047,ε02005,εὔκρητος,a,aps---cn2-,εὔκρητος εὔκρητος εὔκρητον,,,,,0
42048,ε02006,εὔκριθος,a,aps---cn2-,εὔκριθος εὔκριθος εὔκριθον,,,,,0
42049,ε02007,εὐκρίνεια,v,----------,,,,,,0
42050,ε02008,εὐκρινέω,v,----------,,,,,,0
42051,ε02009,εὐκρινής,a,aps---cn5s,εὐκρινής εὐκρινής εὐκρινές,,,,,0
42053,ε02011,εὔκριτος,a,aps---cn2-,εὔκριτος εὔκριτος εὔκριτον,,,,,0
42054,ε14941,ἐϋκρόκαλος,a,aps---cn2-,ἐϋκρόκαλος ἐϋκρόκαλος ἐϋκρόκαλον,,,,,0
42055,ε02012,εὐκρόταλος,a,aps---cn2-,εὐκρόταλος εὐκρόταλος εὐκρόταλον,,,,,0
42056,ε02013,εὐκρότητος,a,aps---cn2-,εὐκρότητος εὐκρότητος εὐκρότητον,,,,,0
42057,ε02014,εὔκροτος,a,aps---cn2-,εὔκροτος εὔκροτος εὔκροτον,,,,,0
42058,ε02015,εὔκρυπτος,a,aps---cn2-,εὔκρυπτος εὔκρυπτος εὔκρυπτον,,,,,0
42059,ε02016,εὐκρυφής,a,aps---cn5s,εὐκρυφής εὐκρυφής εὐκρυφές,,,,,0
42060,ε02017,εὐκτάζομαι,v,----------,,,,,,0
42062,ε02019,εὐκτέανος,a,----------,,,,,,0
42063,ε02020,εὐκτέανος,a,aps---cn2-,εὐκτέανος εὐκτέανος εὐκτέανον,,,,,0
42064,ε02022,εὐκτέον,n,----------,,,,,,0
42066,ε02024,εὐκτημοσύνη,n,n-s---fn1e,εὐκτημοσύνης,,,,,0
42067,ε14942,ἐϋκτήμων,a,aps---cn3n,ἐϋκτήμων ἐϋκτήμων ἐϋκτήμον,,,,,0
42068,ε02025,εὐκτήριος,a,aps---mn1-,εὐκτήριος εὐκτήρια εὐκτήριον,,aps---cn2-=εὐκτήριος aps---cn2-=εὐκτήριος aps---nn2-=εὐκτήριον,,,0
42069,ε02026,εὔκτητος,a,aps---cn2-,εὔκτητος εὔκτητος εὔκτητον,,,,,0
